gene_id	Calu3_totalRNA-S1-4h-A	Calu3_totalRNA-S1-4h-B	Calu3_totalRNA-S1-12h-A	Calu3_totalRNA-S1-12h-B	Calu3_totalRNA-S1-24h-A	Calu3_totalRNA-S1-24h-B	Calu3_totalRNA-S2-4h-A	Calu3_totalRNA-S2-4h-B	Calu3_totalRNA-S2-12h-A	Calu3_totalRNA-S2-12h-B	Calu3_totalRNA-S2-24h-A	Calu3_totalRNA-S2-24h-B	Calu3_totalRNA-mock-4h-A	Calu3_totalRNA-mock-4h-B	Calu3_totalRNA-mock-24h-A	Calu3_totalRNA-mock-24h-B	Calu3_totalRNA-untr-4h-A	Calu3_totalRNA-untr-4h-B
ENSG00000242732.4	0	1	0	1	0	0	0	2	0	0	5	0	1	1	0	0	0	0
ENSG00000242735.1	2.5	0	0	1.5	0	0.5	0	2	0.5	2	0.5	0	3	1	0.5	1	2.5	3
ENSG00000242737.1	1	1	3	1	2	2	4	9	0	2	4	2	5	5	9	3	6	5
ENSG00000242741.1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242747.1	5	2	3	1	2	2	5	9	2	2	0	6	7	2	7	6	5	7
ENSG00000242748.1	1	1	0	1	1	1	2	1.5	0	0	0	0	0	4	2.5	0	0	0.5
ENSG00000242753.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
ENSG00000242756.2	1	1	1	0	0	1	3	0	0	0	0	1	0	2	1	0	0	0
ENSG00000242759.6	5	6	2	7	0	1	2	6	2	1	3	4	4	0	2	5	1	6
ENSG00000242764.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000242767.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242768.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000242769.3	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0
ENSG00000242779.7	43	71	27	31	14	11.5	67	76	17	22	17	21	67	58	129.5	99.5	45	57.5
ENSG00000242781.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000242790.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0
ENSG00000242791.2	5	8	6	2	0	2	4	12	2	5	3	6	9	5	15	9	7	9
ENSG00000242795.2	21	11	11	13	17	6	13	28	9	10	19	24	15	14	14	24	11	19
ENSG00000242797.3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242798.1	4	2	4	0	1	7	7	5	1	1	2	2	1	5	3	3	3	2
ENSG00000242802.8	288	576	286	216	176	185	611	407	252	236	303	420	475	470	374	345	543	624
ENSG00000242808.8	7	12	6	1	2	4	11	7	8	3	2	7	13	13	8.5	6.5	6.5	15
ENSG00000242814.2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	1
ENSG00000242818.3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	2	0
ENSG00000242829.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242841.1	3	7	3	1	1	1	7	4	5	6	3	6	5	15	11	5	5	11
ENSG00000242852.7	10	23.67	13.17	11.33	13.33	13.33	14.33	26.33	6.17	9.67	17.83	20.67	18.17	12.83	31.33	24.33	12.83	23
ENSG00000242853.3	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0
ENSG00000242855.3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000242856.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242858.1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000242860.3	0	4	0	0	1	0	2	0	0	1	0	0	2	0	3	1	1	1
ENSG00000242861.1	27.5	37	13.5	14.5	4	3	66	67.5	13	18.5	9.5	13.5	46	28.5	48.5	43.5	36.5	46.5
ENSG00000242863.3	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0
ENSG00000242865.3	0	1.25	0.75	0	0.5	0.5	1.25	1.5	0	0	1.5	0	2.5	0	0.5	0	1	0.5
ENSG00000242866.10	0	0	2	1	0	0	0.75	0.5	0	1	0	0	2.5	1	0	0	0.5	0
ENSG00000242876.3	0	3	1	1	0	0	1	4	1	1	1	2	3	2	5	2	3	2
ENSG00000242882.1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000242889.3	1	0	0	0	0	0	1	1	3	2	0	1	0	0	1	0	0	0
ENSG00000242893.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000242902.1	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0.5	0	0.5	0
ENSG00000242908.6	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
ENSG00000242912.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000242931.1	6	2	1	0	2	0	3	8	2	1	1	1	2	0	6	8	3	1
ENSG00000242950.7	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
ENSG00000242951.1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	2
ENSG00000242952.1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000242960.1	3	0	1	1	0	0	2	4	0	0	0	0	2	3	1	1	2	2
ENSG00000242968.1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1.5
ENSG00000242970.2	0	3	0	1	2	0	0	0	0	0	0	0	1	0	2	0	2	1
ENSG00000242971.3	1	1	0	0	0	0	0	3	0	0	0	0	2	1	0	0	2	0
ENSG00000242979.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000242986.2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000242989.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000242991.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242992.3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000242995.1	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	1
ENSG00000242999.3	3	3	1	3	1	2	1	6	1	0	0	0	3	2	7	2	3	5
ENSG00000243004.5	52.5	88.5	53.5	33.5	22.5	39	85.5	89	45	66.5	76.5	72.5	64	90	69.5	78.5	57.5	74.5
ENSG00000243005.3	1	6	0	1	0	2	5	6	2	2	3	3	1	4	3	2	2	2
ENSG00000243008.2	0.5	1.5	0	1.5	0	0	7	1	2	0.5	0	0.5	1.5	2.83	2	1.5	2	1.5
ENSG00000243014.1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000243015.2	1.5	3	2	1.5	0	0	7.5	2.5	1	1	0.5	0.5	4	3.5	0.5	3.5	2.5	5.5
ENSG00000243020.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000243024.6	1	0	2	1	0	0	2	1	0	0	2	3	0	5	0	2	4	4
ENSG00000243027.3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
ENSG00000243029.3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
ENSG00000243038.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000243051.3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
ENSG00000243055.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000243056.2	23	49.5	28.5	22.5	16.5	13.5	48	58.5	21	22	25	27.83	41	30.5	58	45.5	32	38.5
ENSG00000243062.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243064.8	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0
ENSG00000243069.7	3	4	3	1	3	1	3	5	1	5	1	2	12	3	4	9	5	7
ENSG00000243071.1	2	2	0	0	0	0	0	1	0	0	0	1	2	0	1	0	1	1
ENSG00000243073.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243075.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243083.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
ENSG00000243089.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243094.1	1	1	0	1	2	2	0	2	0	0	2	0	0	4	1	1	4	0
ENSG00000243099.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243101.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
ENSG00000243103.3	2	0	0	0	0	0	2	3	1	2	0	1	1	1	3	0	0	0
ENSG00000243107.1	10	3	0	1	2	0.5	4.5	6	4	2.5	3.5	1.5	5	4.5	6	9	3.5	3.5
ENSG00000243115.3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243116.1	0	0	0	1	0	0	0	0	1	0	1	3	0	1	0	0	0	0
ENSG00000243130.8	0	0	0	0	0	0	1	2	0	0	0	3	1	0	0	0	1	1
ENSG00000243135.6	87.6	166.43	70.83	49.33	36.72	45.33	161.48	146.43	52.49	58.22	64.22	81.55	152.21	175.65	256.69	219.64	136.93	170.26
ENSG00000243136.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243137.8	74	135	30	42	12	33.5	154.5	127.5	36	54	30	34	139	165	58	64	141	144
ENSG00000243144.6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000243147.8	270.5	444	220.5	121	55	66.5	423.5	404.5	140	155	97.5	160.5	398.5	534.5	534	534.5	275	466.5
ENSG00000243149.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243150.5	1	0	0	2	0	1	0	0	0	1	0	0	0	3	0	0	0	1
ENSG00000243154.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243155.1	27.5	50.5	20	19.5	7	5.5	46.5	28	16	13.5	15	18	34	36.5	46	39	35	38.5
ENSG00000243156.8	481	564.5	291.5	231	200.5	197	647.5	662	274.5	255	287	334.5	526	422.5	408	415.5	465.5	596.5
ENSG00000243160.1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
ENSG00000243167.1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243173.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000243175.1	0	0	3	1	1	2	2	1	1	1	0	3	1	0	2	2	3	4
ENSG00000243176.5	5	11	6	3	6	5	2	8	6	3	7	13	4	7	16	14	4	6
ENSG00000243179.1	2	2	2	0	0	0	6	4	0	4	0	2	3	4.5	4	2	4.5	1
ENSG00000243181.2	1	4	0	2	0	0	0	1	2	1	1	0	4	1	1	0	2	0
ENSG00000243187.1	1	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0
ENSG00000243193.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243197.7	0	1	0	0	0	0	0	0	0	0	1	0	1	0.5	0	0	0	0
ENSG00000243199.1	152	279	127	57	32	33	263	215	86	47	39	71	231	300	293	216	135	209
ENSG00000243207.6	95.33	163.67	58.5	57	30	36	217.33	165.67	66.5	63	77.5	90.33	139.33	156.67	134.67	142	170.5	153.83
ENSG00000243220.1	0	0	0	0.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243224.1	15	14	9	6	2	2	29	17	4	6	8	7	41	14	13	9	20	10
ENSG00000243225.2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000243230.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243232.5	203	356.6	150.2	146.73	80.93	78.93	434.93	313.27	168.33	216.8	153.73	176	275.53	254.73	263.2	260.4	273.47	350.6
ENSG00000243234.1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000243236.6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000243243.5	0	1	2	0	0	0	1	0.5	0	0	0	0	0.5	0	1	0.5	0	2
ENSG00000243244.6	4.33	9.33	3.5	3.5	5	1	11	8	1.5	4	1	5	9.17	4	11	11.83	5	7.5
ENSG00000243250.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243256.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243257.1	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	1
ENSG00000243260.3	0	1	0	1	1	0	1	7	0	2	1	3	4	2	3	2	4	0
ENSG00000243267.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000243273.1	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1
ENSG00000243279.4	21	27.5	8	12	5	3	30	31	9.5	11	6.5	7.5	18	28	17.5	51.5	17.5	32
ENSG00000243280.2	0	0	0	0	0	2	0	0	1	1	0	1	2	0	0	0	0	1
ENSG00000243284.1	0	0	0	0	0	1	0	0.5	0	0	0	1	2	0	0	1	0.5	0
ENSG00000243289.1	3	3	0	0	0	0	2	3	1.5	4.5	2	4.83	3	1.5	5	1.5	0	4.5
ENSG00000243297.2	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
ENSG00000243302.3	29	19	13	12	14	11	25	49	30	20	20	37	12	19	20	17	32	25
ENSG00000243304.3	0	0	0	1	0	1	1	0	1	1	0	0	2	1	2	1	1	3
ENSG00000243312.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243313.2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000243314.1	3	3	3	2	1	0	2	2	0	0	0	1	2	1	1	2	0	1
ENSG00000243316.7	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243317.8	251	407	169	116	57	46	407	343	148	127	99	113	348	390	394	363	250	396
ENSG00000243319.7	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	1
ENSG00000243321.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243323.7	1	2	1	2	0	0	0	1	2	0	2	0	0	1	3	1	1	1
ENSG00000243335.9	43.5	93	20.5	29	14	11	66	77.5	27.5	25	17.5	29	66.5	54	104	65.5	60.5	101
ENSG00000243339.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243345.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243347.1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243349.2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
ENSG00000243352.3	0	0	1	1	0	0	0	0	0	0	1	3	1	1	0	0	6	1
ENSG00000243353.1	0	5	3	1	0	1	0	0	0	0	0	0	1	2	0	1	1	1
ENSG00000243359.3	6	10	3	2	0	5	3	7	4	1	1	3	5	1	1	4	9	6
ENSG00000243364.8	59.5	96.5	38.5	39.5	20	13.5	99	86	43	34	42.5	35	95.5	100	89.5	77	79.5	110.5
ENSG00000243366.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243370.3	1	3	0	0	2	2	5	6	0	4	0	3	2	0	2	2	1	2
ENSG00000243373.3	4	0	1	0	1	0	0	1	3	0	0	2	0	0	0	1	0	0
ENSG00000243383.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243385.2	1	1	0	0	0	1	1	1	0	2	1	3	4	0	4	0	0	1
ENSG00000243388.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000243389.1	0	3	0	1	0	0	4.33	0.5	0	0.5	0	0	0	0.5	0	0	0	0.5
ENSG00000243398.3	6	7	6	1	2	4	6	17	13	4	8	1	1	9	10	19	6	4
ENSG00000243403.1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	1	0.5
ENSG00000243404.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000243406.6	10.5	22.67	11.33	12.17	7.17	6.83	32.5	36.33	12.67	14.67	10.33	14.33	16.33	18.67	23.17	18.67	25.33	26.5
ENSG00000243410.1	0.5	2	0.5	1	0.75	0	2.5	2.5	2	0.5	2	2	0	3.5	3.5	1.5	0.5	6
ENSG00000243414.5	58.5	92.5	35	32	11	18.5	87.5	91.5	48.5	22.67	35	55	70	77	86	81	55.5	91
ENSG00000243415.2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000243420.3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
ENSG00000243424.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243426.3	0	0	2.5	1.5	6.5	3	0	0.5	0	0	0.5	3.5	0	1	0	0	0.5	0
ENSG00000243429.1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243431.1	0	1	0	0	0	1	1	0	0	1	0	0	1	1	5	3	2	0
ENSG00000243433.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243437.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000243444.8	4	7.5	2	0.5	1	0.5	5.5	4	1	0.5	1.5	0	6.5	7	16	13	7	7
ENSG00000243445.1	1	2	1	0	0	0	2	3	0	0	0	0	1	1	0	2	0	3
ENSG00000243446.3	0	1	1	0	0	0	1	1	0	1	1.5	0	1	1	1	2	0	1
ENSG00000243449.6	27	40	20	9	4	2	48	25	9	10	11	24	14	49	39	31	42	46
ENSG00000243455.3	0	0	0	0	1	0	0	0	1	1	1	0	2	0	0	0	0	0
ENSG00000243468.5	3	4	0	0	0	0	1	1	0	1	0	0	1	0	0	2	0	0
ENSG00000243469.1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000243477.5	36.5	60.5	27.5	17.5	9.5	8	63.5	63.5	14.5	11	19.5	27	39.5	75.5	73	60	66	63
ENSG00000243478.9	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
ENSG00000243479.3	28	73	29	27	7	2	58	46	11	16	25	20	39	65	74	42	49	51
ENSG00000243480.7	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0
ENSG00000243486.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000243491.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243494.1	0	3	1	2	0	3	3	0	0.5	1	0	0	3.5	2	2	2	0.5	1.5
ENSG00000243495.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243501.5	1	4	1.5	3	2	1	0	0.5	2	1	1.5	1.5	6	2	5.5	2	4.5	3
ENSG00000243504.1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000243505.3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000243508.1	3	2	0	0	1	2	1	8	1	2	1	3	1	0	0	3	3	3
ENSG00000243509.6	1.5	7	3	1.5	0.5	0.5	7.5	7	4	6	3.5	2	4.5	3.5	4	4	6	5.5
ENSG00000243510.3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000243514.2	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	2
ENSG00000243517.1	0	1	1	0	0	1	1	0	0	0	0	0	3	3	1	0	0	0
ENSG00000243518.1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243521.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000243531.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243532.3	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	1	3	0
ENSG00000243537.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243538.1	2	0	1	0	0	0	1	4	0	1	2	0	0	1	0	2	4	1
ENSG00000243544.3	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
ENSG00000243546.3	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243547.1	44	67	22	13	11	17	78	38	19	15	15	22	51	76	54	70	56	57
ENSG00000243550.2	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
ENSG00000243554.1	19.17	23.25	14.25	5	3	11.25	28	9.83	9	7	6.5	6.5	21.25	16.5	20.5	28.25	14	14.75
ENSG00000243560.3	1	0	0	0	1	2	1	1	1	3	2	0	2	1	1	1	0	2
ENSG00000243562.3	1	1	0	0	0	0	2	0	2	1	3	1	1	0	0	0	1	1
ENSG00000243566.6	25	29	31	14	8	3	33	48	16	17	17	26	32	49	62	50	35	58
ENSG00000243568.2	0	1	0	0	0	0	0	1	1	0	0	1	2	2	0	0	2	0
ENSG00000243574.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243584.1	0	1	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0
ENSG00000243592.1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243593.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243601.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243609.1	2	4	3	1	2	3	7	12	8	6	13	7	6	1	5	5	7	6
ENSG00000243629.1	5	13	3	1	4	2	14	5	6	6	9	13	6	11	15	4	8	6
ENSG00000243633.3	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0
ENSG00000243636.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243642.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243646.10	72	133.5	77.5	63.5	35	29.5	140	136	49.5	63	65.5	79.5	125	159.5	183.5	149.5	98	124.5
ENSG00000243648.1	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0
ENSG00000243649.8	1325	2374.5	1557	1505	1309.5	1348	2268.5	1842	2568	2406.5	3500	4077.5	2392.5	2786.5	2487.5	1944	2322.5	2953.5
ENSG00000243650.3	5	7	3	10	6	10	6	7	6	15	12	10	12	2	10	5	3	6
ENSG00000243658.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000243659.1	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	2
ENSG00000243660.10	20	19	3	7	5	2	22	18	6	4	9	6	18	24	28	17	19	34
ENSG00000243663.1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243667.7	44	63	33	21.5	12	14.5	79	65	28.5	35	34.5	35.5	72	75.5	75	95	42.5	90
ENSG00000243671.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243672.1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000243675.1	0	4	1	11	0	2	18	7	2	4	4	5	3	3	7	5	3	3
ENSG00000243678.11	2018	3652	1596	1232	575.5	590	3848	3018	1371.5	1309.5	1118.5	1536	3049	3997	3940	3453.5	2669	3479.5
ENSG00000243679.1	18	22	12	11	13	10	14	29	13	17	11	30	18	13	15	24	14	17
ENSG00000243680.1	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0
ENSG00000243686.2	1	1	0	2	0	0	3	1	0.5	0	1.5	0.5	0.5	1	0	0	1	1.5
ENSG00000243694.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243695.1	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
ENSG00000243696.5	4.17	12.67	7.33	3.5	0	0.5	13	12.33	6.33	8	6.83	2.33	11.5	14.5	10	6.83	8.67	13.67
ENSG00000243700.3	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
ENSG00000243701.6	52	92	31	15	9	9	81	76	38	25	14	41	62	72	65	76	54	68
ENSG00000243704.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243708.10	29.5	50.5	15	9	10	6.5	48.5	62.5	20	15.5	12	17	46	48.5	23.5	20	48.5	51
ENSG00000243709.1	0	0	0	0	0	0	0.5	0	1	0	0	0	1	0	7	5	0	0
ENSG00000243710.7	4	9	6	2	10	19	14	4	17	24	81	94	9	13	7	7	6	4
ENSG00000243711.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243715.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243716.10	5.5	8	4.5	1	0.5	0	4	17.5	3	5.5	2	3.5	8	4.5	10.5	3	6.5	6.5
ENSG00000243721.1	0.5	0.5	0.5	1.5	0.5	0	2.5	0.5	1.5	0.5	2	1.5	2.5	1.5	2.5	0.5	1	0.5
ENSG00000243723.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0
ENSG00000243725.7	181	346.5	123.5	107.5	62	60.5	332	294	123	115	111.5	145	305.5	314.5	248.5	289.5	199	303
ENSG00000243729.4	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000243738.3	1	2	0	0	2	0	0	0	1	0	0	0	0	2	1	3	6	0
ENSG00000243742.5	2	2	0	1	3	4	0	3	2	3	5	1	1	1	2	0	5	3
ENSG00000243746.1	7	2	1	0	0	1	2	4	0	0	2	5	1.5	1	0	1	0	2
ENSG00000243749.1	50.25	95.5	48	39	20.5	18	131	72	30.5	40	33.5	34.5	90.5	146	98.83	83.5	78.5	106
ENSG00000243753.5	8	19	28	25	22	27	21	25	36	25	85	61	29	26	33	23	17	35
ENSG00000243759.1	5	8	8	8	1	2	12	8	4	5	2	5	11	14	14	18	11	9
ENSG00000243762.1	0	1	2	0	0	1	5	0.5	0	1	2	0	0	7.5	3	0	2	2
ENSG00000243766.8	1	0	1.5	1.5	1	0	2	3	1	1	2	4	2	1	1	1.5	3	2
ENSG00000243770.3	5	0	1	0	0	4	3.5	1	3	2	1	1	1	2	1	0	1	3
ENSG00000243789.11	36	79	19.5	17	9.5	8	79	66.5	19	20	13.5	21.5	49.5	72.5	39	26.5	42.5	57
ENSG00000243794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000243795.1	0	1	0	2	1	1	0	1	2	4	19	22	0	0	0	0	0	2
ENSG00000243797.6	1	0	1	0	0	0	5	0.5	0	1	3	0	1	0	1	1	2	0
ENSG00000243799.1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000243802.2	2	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	2	1
ENSG00000243806.1	1	2	0	0	1	1	1	4	2	0	1	1	3	1	1	0	2	0
ENSG00000243811.10	0.75	0	1.5	1	2.75	1.5	3	1.25	2	1.33	3.83	0	1.25	2	2.5	1.5	5.5	5.5
ENSG00000243818.4	4	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243819.4	8.5	9.5	8	4	5	0.5	6	8.5	5	1.5	6	1	24	22	9.5	11	4	9
