Gene	T1	T2	log2FoldChange	Colour
ENSG00000003509.16	4	12	-0.0390757171758858	Not
ENSG00000003756.16	4	12	0.485233119618712	Significant
ENSG00000003987.14	4	12	0	Not
ENSG00000003989.17	4	12	-0.235579587744485	Not
ENSG00000004059.11	4	12	-0.149434541915193	Not
ENSG00000004139.14	4	12	-1.14472159966116	Significant
ENSG00000004142.12	4	12	-0.132950862505927	Not
ENSG00000004399.12	4	12	-0.582644831957255	Not
ENSG00000004455.16	4	12	-0.176484682519402	Not
ENSG00000004468.13	4	12	4.06645674448802	Significant
ENSG00000004478.8	4	12	-0.18000748417951	Not
ENSG00000004487.16	4	12	-0.102884256764836	Not
ENSG00000004534.15	4	12	0.406323119892384	Significant
ENSG00000004660.14	4	12	-1.12927490401821	Not
ENSG00000004700.16	4	12	-0.0127533694175232	Not
ENSG00000004766.17	4	12	0.155621898836134	Not
ENSG00000004776.13	4	12	0	Not
ENSG00000004777.18	4	12	0.300812398530363	Not
ENSG00000004779.10	4	12	-0.12844293047009	Not
ENSG00000004799.8	4	12	0.685586195608652	Not
ENSG00000004809.14	4	12	0	Not
ENSG00000004838.14	4	12	0	Not
ENSG00000004846.16	4	12	0	Not
ENSG00000004848.8	4	12	0	Not
ENSG00000004864.13	4	12	0.215764969829075	Not
ENSG00000004866.20	4	12	-0.109402201140731	Not
ENSG00000004897.12	4	12	0.460116193241224	Significant
ENSG00000004939.15	4	12	0	Not
ENSG00000004948.14	4	12	0	Not
ENSG00000004961.15	4	12	-0.221493207287359	Not
ENSG00000004975.12	4	12	-0.175733281175801	Not
ENSG00000005001.10	4	12	-0.922718211445105	Significant
ENSG00000005007.12	4	12	-0.0206227505225089	Not
ENSG00000005020.13	4	12	0.264499276313425	Not
ENSG00000005022.6	4	12	0.25426312912623	Not
ENSG00000005059.16	4	12	1.30473752373316	Significant
ENSG00000005073.5	4	12	0	Not
ENSG00000005075.15	4	12	0.184119495063515	Not
ENSG00000005100.13	4	12	-0.274271879926743	Not
ENSG00000005102.13	4	12	0	Not
ENSG00000005108.16	4	12	-1.50570562175543	Significant
ENSG00000005156.11	4	12	-0.0374177645534864	Not
ENSG00000005175.10	4	12	0.0841465169465368	Not
ENSG00000005187.12	4	12	0.0567295010294822	Not
ENSG00000005189.19	4	12	0.358083353573331	Not
ENSG00000005194.15	4	12	-0.0837643127264845	Not
ENSG00000005206.17	4	12	-0.0905461918265371	Not
ENSG00000005238.19	4	12	-0.987402788232133	Significant
ENSG00000005243.10	4	12	0	Not
ENSG00000005249.13	4	12	0	Not
ENSG00000005302.18	4	12	-0.12115481708978	Not
ENSG00000005339.14	4	12	0.89914160023299	Significant
ENSG00000005379.17	4	12	0	Not
ENSG00000005381.7	4	12	0	Not
ENSG00000005421.8	4	12	0	Not
ENSG00000005436.13	4	12	-0.175159382152242	Not
ENSG00000005448.16	4	12	-0.121822002402435	Not
ENSG00000005469.11	4	12	-0.118863576598568	Not
ENSG00000005471.17	4	12	0	Not
ENSG00000005483.20	4	12	0.904846694063878	Significant
ENSG00000005486.17	4	12	-0.520102517493249	Not
ENSG00000005513.10	4	12	0	Not
ENSG00000005700.15	4	12	0.0789709944806524	Not
ENSG00000005801.18	4	12	-0.0900144372299311	Not
ENSG00000005810.18	4	12	1.46753938446882	Significant
ENSG00000005812.11	4	12	0.442891831652491	Not
ENSG00000005844.17	4	12	0	Not
ENSG00000005882.11	4	12	-0.498891563206552	Not
ENSG00000005884.18	4	12	-0.362881387176555	Significant
ENSG00000005889.15	4	12	0.412709188823995	Not
ENSG00000005893.15	4	12	-0.0428840573087339	Not
ENSG00000005961.18	4	12	0	Not
ENSG00000005981.13	4	12	0	Not
ENSG00000006007.12	4	12	-0.232809621880074	Not
ENSG00000006015.17	4	12	-0.21573864301293	Not
ENSG00000006016.11	4	12	0	Not
ENSG00000006025.12	4	12	-0.208653215192561	Not
ENSG00000006042.12	4	12	0.891481216940516	Not
ENSG00000006047.13	4	12	0	Not
ENSG00000006062.16	4	12	1.38260448050941	Significant
ENSG00000006071.13	4	12	0	Not
ENSG00000006116.3	4	12	0	Not
ENSG00000006118.14	4	12	0.297803023036078	Not
ENSG00000006125.18	4	12	-0.104286815323095	Not
ENSG00000006128.12	4	12	0	Not
ENSG00000006194.10	4	12	0.236891725734425	Not
ENSG00000006210.7	4	12	3.96740743334418	Significant
ENSG00000006282.21	4	12	-0.333129096839239	Not
ENSG00000006283.18	4	12	0	Not
ENSG00000006327.13	4	12	-0.29794264401865	Significant
ENSG00000006377.11	4	12	0	Not
ENSG00000006432.15	4	12	-0.000563397306212636	Not
ENSG00000006451.8	4	12	-0.333101655623355	Significant
ENSG00000006453.14	4	12	0.0655000622996151	Not
ENSG00000006459.11	4	12	0.834275165378892	Not
ENSG00000006468.14	4	12	-0.15976545561947	Not
ENSG00000006530.17	4	12	0.0905504763370251	Not
ENSG00000006534.16	4	12	-0.226692679622593	Not
ENSG00000006555.11	4	12	-0.179925850258708	Not
ENSG00000006576.16	4	12	0.114745005739164	Not
ENSG00000006606.8	4	12	0	Not
ENSG00000006607.14	4	12	-0.0179539377400646	Not
ENSG00000006611.16	4	12	-0.501999759596062	Not
ENSG00000006625.18	4	12	-0.20750530419094	Not
ENSG00000006634.8	4	12	0.119246742330274	Not
ENSG00000006638.11	4	12	0	Not
ENSG00000006652.14	4	12	0.176260490257654	Not
ENSG00000006659.13	4	12	0	Not
ENSG00000006695.11	4	12	-0.17205908202496	Not
ENSG00000006704.10	4	12	-0.261831313408144	Not
ENSG00000006712.15	4	12	0.278120547343689	Not
ENSG00000006715.16	4	12	0.0139801370993783	Not
ENSG00000006740.17	4	12	1.30105169977009	Significant
ENSG00000006744.19	4	12	0.110778282876312	Not
ENSG00000006747.15	4	12	1.15491862201863	Significant
ENSG00000006756.16	4	12	-0.772558820881971	Significant
ENSG00000006757.12	4	12	-0.475392556169424	Not
ENSG00000006788.14	4	12	0	Not
ENSG00000006831.10	4	12	-0.0933853065857506	Not
ENSG00000006837.12	4	12	-0.387164592930314	Not
ENSG00000007001.12	4	12	0	Not
ENSG00000007038.11	4	12	0	Not
ENSG00000007047.15	4	12	0.0975887613944874	Not
ENSG00000007062.11	4	12	-0.791348096352738	Significant
ENSG00000007080.11	4	12	0.197540078109255	Not
ENSG00000007129.18	4	12	0	Not
ENSG00000007168.13	4	12	-0.0761682252874937	Not
ENSG00000007171.17	4	12	0	Not
ENSG00000007174.18	4	12	2.08475878616128	Not
ENSG00000007202.15	4	12	-0.129601257986817	Not
ENSG00000007216.14	4	12	0	Not
ENSG00000007237.18	4	12	0	Not
ENSG00000007255.10	4	12	-0.649878702335329	Not
ENSG00000007264.15	4	12	0	Not
ENSG00000007306.15	4	12	0	Not
ENSG00000007312.12	4	12	0	Not
ENSG00000007314.12	4	12	0	Not
ENSG00000007341.19	4	12	0.120849179871997	Not
ENSG00000007350.17	4	12	0	Not
ENSG00000007372.22	4	12	0	Not
ENSG00000007376.8	4	12	-0.382477923114439	Not
ENSG00000007384.15	4	12	-0.204764321358969	Not
ENSG00000007392.16	4	12	-0.0485401136012974	Not
ENSG00000007402.11	4	12	0	Not
ENSG00000007516.13	4	12	-1.30376986058017	Not
ENSG00000007520.4	4	12	-0.110531221932868	Not
ENSG00000007541.16	4	12	0.229633189816334	Not
ENSG00000007545.15	4	12	0.377581785584107	Not
ENSG00000007866.21	4	12	0.0648089646653346	Not
ENSG00000007908.16	4	12	0	Not
ENSG00000007923.16	4	12	-0.177392303270347	Not
ENSG00000007933.13	4	12	0	Not
ENSG00000007944.15	4	12	-0.0403821489743656	Not
ENSG00000007952.18	4	12	0	Not
ENSG00000007968.7	4	12	0.458150523544747	Not
ENSG00000008018.9	4	12	-0.174183222587069	Not
ENSG00000008056.14	4	12	0	Not
ENSG00000008083.14	4	12	0.0158118747777925	Not
ENSG00000008086.11	4	12	0.671601851235364	Significant
ENSG00000008118.10	4	12	0	Not
ENSG00000008128.23	4	12	0.646586124527367	Not
ENSG00000008130.15	4	12	0.372892000055224	Not
ENSG00000008196.13	4	12	0	Not
ENSG00000008226.19	4	12	0	Not
ENSG00000008256.16	4	12	-0.320252119472664	Not
ENSG00000008277.14	4	12	0.184227960506796	Not
ENSG00000008282.8	4	12	0.0881174494140005	Not
ENSG00000008283.16	4	12	-0.338253281389873	Not
ENSG00000008294.21	4	12	0.379385603294073	Significant
ENSG00000008300.17	4	12	-0.113027905607803	Not
ENSG00000008311.15	4	12	1.13998588592168	Significant
ENSG00000008323.15	4	12	0.328746213450118	Not
ENSG00000008324.11	4	12	-0.116926713312127	Not
ENSG00000008382.15	4	12	0.15491888363937	Not
ENSG00000008394.13	4	12	-0.0187495603345201	Not
ENSG00000008405.12	4	12	-0.0783500278059228	Not
ENSG00000008438.5	4	12	0	Not
ENSG00000008441.16	4	12	1.20033513416419	Not
ENSG00000008513.16	4	12	-0.773121288956608	Significant
ENSG00000008516.17	4	12	0	Not
ENSG00000008517.16	4	12	0.826443869702169	Significant
ENSG00000008710.19	4	12	-0.216682598534118	Not
ENSG00000008735.14	4	12	0.868311340734329	Not
ENSG00000008838.20	4	12	0.182115371579346	Not
ENSG00000008853.16	4	12	-0.603081096944579	Not
ENSG00000008869.12	4	12	-0.215825377224572	Not
ENSG00000008952.17	4	12	-0.171773256449337	Not
ENSG00000008988.9	4	12	-0.199817597205504	Not
ENSG00000009307.16	4	12	0.0421916051884437	Not
ENSG00000009335.18	4	12	-0.0315970362613825	Not
ENSG00000009413.15	4	12	0.584121945951012	Significant
ENSG00000009694.13	4	12	0	Not
ENSG00000009765.14	4	12	0	Not
ENSG00000009780.15	4	12	0.735412589729289	Not
ENSG00000009790.15	4	12	0	Not
ENSG00000009830.11	4	12	-0.0078020876431306	Not
ENSG00000009844.16	4	12	-0.0682025680181737	Not
ENSG00000009950.16	4	12	0	Not
ENSG00000009954.11	4	12	0.252735267561708	Not
ENSG00000010017.13	4	12	0.151718080942737	Not
ENSG00000010030.14	4	12	5.29922278624291	Significant
ENSG00000010072.16	4	12	0.222470618278564	Not
ENSG00000010165.20	4	12	-0.131694832261926	Not
ENSG00000010219.13	4	12	-0.0826569115684291	Not
ENSG00000010244.18	4	12	0.383548896118133	Significant
ENSG00000010256.11	4	12	-0.0196494760394013	Not
ENSG00000010270.13	4	12	-0.0879221048496008	Not
ENSG00000010278.14	4	12	-0.479417883604724	Significant
ENSG00000010282.14	4	12	0	Not
ENSG00000010292.13	4	12	0.791990726667001	Significant
ENSG00000010295.19	4	12	0	Not
ENSG00000010310.9	4	12	-0.768125722976188	Not
ENSG00000010318.21	4	12	-0.720252316016182	Not
ENSG00000010319.6	4	12	0	Not
ENSG00000010322.16	4	12	-0.191682855021378	Not
ENSG00000010327.10	4	12	0	Not
ENSG00000010361.13	4	12	-0.277910609690226	Not
ENSG00000010379.16	4	12	0	Not
ENSG00000010404.18	4	12	-0.729561270606747	Significant
ENSG00000010438.16	4	12	-0.314513618437329	Not
ENSG00000010539.11	4	12	0.454971619945009	Not
ENSG00000010610.10	4	12	0	Not
ENSG00000010626.15	4	12	-0.490327248171019	Not
ENSG00000010671.15	4	12	0	Not
ENSG00000010704.18	4	12	0.112840016430478	Not
ENSG00000010803.16	4	12	0.0291704995207117	Not
ENSG00000010810.17	4	12	-0.000720310841065059	Not
ENSG00000010818.10	4	12	1.59597808808088	Significant
ENSG00000011007.12	4	12	-0.00512539990386333	Not
ENSG00000011009.11	4	12	-0.340284006319036	Not
ENSG00000011021.23	4	12	0.0158823344295271	Not
ENSG00000011028.14	4	12	-0.544814505835261	Not
ENSG00000011052.21	4	12	0.0114564229759709	Not
ENSG00000011083.9	4	12	0	Not
ENSG00000011105.14	4	12	0.0240991953445163	Not
ENSG00000011114.15	4	12	0.0457924273746861	Not
ENSG00000011132.12	4	12	0.764586126304962	Not
ENSG00000011143.16	4	12	-0.0889234894055628	Not
ENSG00000011198.9	4	12	0.0113625549620667	Not
ENSG00000011201.12	4	12	0	Not
ENSG00000011243.18	4	12	0.736842376384422	Significant
ENSG00000011258.16	4	12	-0.10417842789009	Not
ENSG00000011260.14	4	12	-0.0262720945749265	Not
ENSG00000011275.18	4	12	-0.0145789841555671	Not
ENSG00000011295.16	4	12	-0.421347909016795	Significant
ENSG00000011304.20	4	12	0.0687028753029895	Not
ENSG00000011332.19	4	12	0	Not
ENSG00000011347.9	4	12	-0.23558494293305	Not
ENSG00000011376.11	4	12	0.406729662413245	Not
ENSG00000011405.13	4	12	0.10884185447804	Not
ENSG00000011422.12	4	12	1.42277045749936	Significant
ENSG00000011426.11	4	12	0.612402995774634	Significant
ENSG00000011451.19	4	12	0.0490955035672943	Not
ENSG00000011454.17	4	12	0.343625705658496	Not
ENSG00000011465.17	4	12	0	Not
ENSG00000011478.12	4	12	-0.356027818869387	Not
ENSG00000011485.14	4	12	-0.255172943996391	Not
ENSG00000011523.14	4	12	-0.821657671201315	Not
ENSG00000011566.15	4	12	0.349518145595507	Not
ENSG00000011590.14	4	12	0	Not
ENSG00000011600.11	4	12	0	Not
ENSG00000011638.10	4	12	-0.286901732575853	Not
ENSG00000011677.13	4	12	0	Not
ENSG00000012048.22	4	12	0.37838353926004	Not
ENSG00000012061.15	4	12	-0.0427619290268675	Not
ENSG00000012124.17	4	12	-0.673281740996959	Not
ENSG00000012171.19	4	12	-0.622037177747345	Not
ENSG00000012174.12	4	12	-0.0935908590281338	Not
ENSG00000012211.13	4	12	0.590661952668275	Not
ENSG00000012223.12	4	12	0	Not
ENSG00000012232.8	4	12	-0.261916059067626	Not
ENSG00000012504.15	4	12	-0.593342537367676	Not
ENSG00000012660.14	4	12	0.144080722660999	Not
ENSG00000012779.11	4	12	-0.224855899381254	Not
ENSG00000012822.16	4	12	-0.704087777080721	Not
ENSG00000012963.15	4	12	-0.0511042534225515	Not
ENSG00000012983.11	4	12	0.0885981805920842	Not
ENSG00000013016.16	4	12	-0.904998763855231	Not
ENSG00000013275.7	4	12	0.0516027193522599	Not
ENSG00000013288.8	4	12	-0.254411078874336	Not
ENSG00000013293.6	4	12	0	Not
ENSG00000013297.11	4	12	-0.216890342771982	Not
ENSG00000013306.16	4	12	0.0944330581935148	Not
ENSG00000013364.19	4	12	0.203005935784587	Not
ENSG00000013374.16	4	12	2.13147101855118	Significant
ENSG00000013375.16	4	12	-0.0362445166259698	Not
ENSG00000013392.8	4	12	-0.0731921374194667	Not
ENSG00000013441.16	4	12	0.594411113130484	Significant
ENSG00000013503.10	4	12	-0.171530544818173	Not
ENSG00000013523.9	4	12	-0.130503748091912	Not
ENSG00000013561.18	4	12	-0.401340969759731	Not
ENSG00000013563.14	4	12	0.0321338444785865	Not
ENSG00000013573.17	4	12	0.0924678018051381	Not
ENSG00000013583.10	4	12	0.410820168559792	Not
ENSG00000013588.8	4	12	-0.262903550762677	Significant
ENSG00000013619.14	4	12	0.149442020920586	Not
ENSG00000013725.14	4	12	0	Not
ENSG00000013810.19	4	12	0.433534209140431	Not
ENSG00000014123.10	4	12	-0.122837668433349	Not
ENSG00000014138.9	4	12	0.689728919026728	Significant
ENSG00000014164.7	4	12	0.473943222552586	Not
ENSG00000014216.15	4	12	-0.36111351523645	Significant
ENSG00000014257.16	4	12	0.0488110844734416	Not
ENSG00000014641.18	4	12	-0.0730276835138975	Not
ENSG00000014824.14	4	12	-0.338877767704601	Not
ENSG00000014914.21	4	12	0.804873544558875	Significant
ENSG00000014919.12	4	12	-0.227021539989696	Not
ENSG00000015133.19	4	12	0.186443488577072	Not
ENSG00000015153.14	4	12	-0.230462729148645	Not
ENSG00000015171.19	4	12	-0.328218611928991	Not
ENSG00000015285.10	4	12	0	Not
ENSG00000015475.18	4	12	-0.202058178940275	Not
ENSG00000015479.18	4	12	-0.0975396804910628	Not
ENSG00000015520.14	4	12	-0.39733276921117	Not
ENSG00000015532.9	4	12	-0.152613264348213	Not
ENSG00000015592.16	4	12	0	Not
ENSG00000015676.18	4	12	-0.180034213440331	Not
ENSG00000016082.15	4	12	0.196456793615878	Not
ENSG00000016391.11	4	12	-0.367570538606521	Not
ENSG00000016402.13	4	12	0.132175544504652	Not
ENSG00000016490.15	4	12	0	Not
ENSG00000016602.9	4	12	0	Not
ENSG00000016864.18	4	12	-0.429608669623963	Not
ENSG00000017260.19	4	12	0.0644165832402336	Not
ENSG00000017427.16	4	12	0	Not
ENSG00000017483.15	4	12	0	Not
ENSG00000017797.13	4	12	-0.277787392189263	Not
ENSG00000018189.13	4	12	0.092335332810276	Not
ENSG00000018236.15	4	12	0	Not
ENSG00000018280.17	4	12	0	Not
ENSG00000018408.14	4	12	-0.109376439696091	Not
ENSG00000018510.15	4	12	-0.0429020025058507	Not
ENSG00000018607.6	4	12	0	Not
ENSG00000018610.14	4	12	-0.250805652702397	Not
ENSG00000018625.14	4	12	0	Not
ENSG00000018699.13	4	12	0.0405387451280032	Not
ENSG00000018869.16	4	12	-1.28831828244336	Not
ENSG00000019102.12	4	12	0	Not
ENSG00000019144.19	4	12	-0.263388846835387	Not
ENSG00000019169.10	4	12	0	Not
ENSG00000019186.10	4	12	-0.0893894970157376	Not
ENSG00000019485.13	4	12	0.145123396628807	Not
ENSG00000019505.8	4	12	0.327657409044247	Not
ENSG00000019549.12	4	12	0	Not
ENSG00000019582.15	4	12	0.611387985777904	Significant
ENSG00000019991.17	4	12	0	Not
ENSG00000019995.6	4	12	0.189131397798514	Not
ENSG00000020129.16	4	12	-0.433344469771711	Not
ENSG00000020181.17	4	12	-1.39384154207361	Not
ENSG00000020219.9	4	12	0	Not
ENSG00000020256.20	4	12	-0.202361959485684	Not
ENSG00000020426.11	4	12	0.148246754234382	Not
ENSG00000020577.13	4	12	0.750822783800025	Significant
ENSG00000020633.18	4	12	0	Not
ENSG00000020922.12	4	12	0.26745327536975	Not
ENSG00000021300.14	4	12	-0.602359134571358	Significant
ENSG00000021355.13	4	12	0.159436449137099	Not
ENSG00000021461.16	4	12	0	Not
ENSG00000021488.13	4	12	0	Not
ENSG00000021574.12	4	12	-0.0927671294477071	Not
ENSG00000021645.18	4	12	0	Not
ENSG00000021762.20	4	12	0	Not
ENSG00000021776.11	4	12	0.237214941926357	Not
ENSG00000021826.15	4	12	0.035155729848833	Not
ENSG00000021852.13	4	12	0	Not
ENSG00000022267.17	4	12	0	Not
ENSG00000022277.12	4	12	-0.0229742941040726	Not
ENSG00000022355.17	4	12	0	Not
ENSG00000022556.16	4	12	-0.0501964706541034	Not
ENSG00000022567.9	4	12	-0.00694786702789615	Not
ENSG00000022840.16	4	12	-0.245667411396606	Not
ENSG00000022976.15	4	12	-0.343509462262509	Not
ENSG00000023041.11	4	12	0.0609184887665093	Not
ENSG00000023171.18	4	12	-0.762557971944251	Not
ENSG00000023191.17	4	12	-0.041694756593183	Not
ENSG00000023228.14	4	12	-0.247219250317682	Not
ENSG00000023287.13	4	12	0.156393453637063	Not
ENSG00000023318.8	4	12	-0.270787265593252	Not
ENSG00000023330.15	4	12	-0.118381178461308	Not
ENSG00000023445.14	4	12	2.00363785559174	Significant
ENSG00000023516.9	4	12	-0.641702701733126	Significant
ENSG00000023572.9	4	12	-0.418012352556418	Not
ENSG00000023608.5	4	12	0.128511367816	Not
ENSG00000023697.13	4	12	0.0550780972375049	Not
ENSG00000023734.11	4	12	-0.30778437447657	Significant
ENSG00000023839.11	4	12	-1.28252801599456	Not
ENSG00000023892.11	4	12	0.218702733191981	Not
ENSG00000023902.14	4	12	1.80161867752216	Not
ENSG00000023909.10	4	12	0.33720866146382	Not
ENSG00000024048.10	4	12	0.730491718028092	Significant
ENSG00000024422.12	4	12	-0.554088509456638	Significant
ENSG00000024526.17	4	12	0.0118014513578525	Not
ENSG00000024862.17	4	12	-0.434946173035726	Not
ENSG00000025039.14	4	12	-1.16997061432771	Not
ENSG00000025156.12	4	12	-0.214950118330615	Not
ENSG00000025293.17	4	12	-0.198168388397132	Not
ENSG00000025423.11	4	12	0	Not
ENSG00000025434.19	4	12	0.550543063324578	Not
ENSG00000025708.14	4	12	2.34420392393103	Significant
ENSG00000025770.19	4	12	0.586243916162323	Significant
ENSG00000025772.8	4	12	0.0211643727957014	Not
ENSG00000025796.14	4	12	-0.136354501111603	Not
ENSG00000025800.14	4	12	-0.0574751111927472	Not
ENSG00000026025.16	4	12	-0.816022385353132	Significant
ENSG00000026036.22	4	12	0.482785093703197	Not
ENSG00000026103.22	4	12	3.63506608868847	Significant
ENSG00000026297.15	4	12	-0.619742034607553	Not
ENSG00000026508.18	4	12	-0.248841188689534	Significant
ENSG00000026559.14	4	12	0	Not
ENSG00000026652.14	4	12	-0.379918525123075	Not
ENSG00000026751.17	4	12	-1.44612788341954	Significant
ENSG00000026950.17	4	12	2.3779443628599	Significant
ENSG00000027001.10	4	12	-0.160205873448144	Not
ENSG00000027075.15	4	12	-0.0852637464142309	Not
ENSG00000027644.5	4	12	0	Not
ENSG00000027697.14	4	12	0.0937905969846786	Not
ENSG00000027847.14	4	12	-0.245796380625714	Not
ENSG00000027869.11	4	12	0	Not
ENSG00000028116.17	4	12	0.0117315729429691	Not
ENSG00000028137.19	4	12	2.12725439420505	Not
ENSG00000028203.18	4	12	0.0916630622874733	Not
ENSG00000028277.21	4	12	0.199576698960703	Not
ENSG00000028310.18	4	12	0.0585749750788299	Not
ENSG00000028528.15	4	12	-0.0571641167960767	Not
ENSG00000028839.10	4	12	0.384519930682535	Not
ENSG00000029153.14	4	12	0.61074601500675	Significant
ENSG00000029363.16	4	12	0.218557581716936	Not
ENSG00000029364.12	4	12	-0.13672618846153	Not
ENSG00000029534.20	4	12	0	Not
ENSG00000029639.11	4	12	-0.443587567517562	Not
ENSG00000029725.17	4	12	-0.118419852942944	Not
ENSG00000029993.15	4	12	-0.407390567610744	Not
ENSG00000030066.13	4	12	0.611187990454982	Significant
ENSG00000030110.13	4	12	-0.0584757541083131	Not
ENSG00000030304.13	4	12	0	Not
ENSG00000030419.16	4	12	1.55492846539386	Significant
ENSG00000030582.18	4	12	-0.124490618740467	Not
ENSG00000031003.10	4	12	0.0400977754725092	Not
ENSG00000031081.10	4	12	0	Not
ENSG00000031691.7	4	12	0.568493228612236	Not
ENSG00000031698.13	4	12	-0.206003987621752	Not
ENSG00000031823.14	4	12	0.0616010845073887	Not
ENSG00000032219.18	4	12	0.348538891738063	Not
ENSG00000032389.12	4	12	-0.151943621476686	Not
ENSG00000032444.16	4	12	-0.444482369268754	Not
ENSG00000032742.17	4	12	0.00361205298263565	Not
ENSG00000033011.12	4	12	-0.280171908704805	Not
ENSG00000033030.13	4	12	0.245030018990062	Not
ENSG00000033050.9	4	12	-0.202758034791838	Not
ENSG00000033100.16	4	12	-0.177081384550246	Not
ENSG00000033122.19	4	12	0	Not
ENSG00000033170.16	4	12	0.0585752261345032	Not
ENSG00000033178.13	4	12	0.738207194913399	Significant
ENSG00000033327.13	4	12	0.0274375215010353	Not
ENSG00000033627.16	4	12	-0.0569959429626486	Not
ENSG00000033800.13	4	12	0.460860612378829	Significant
ENSG00000033867.16	4	12	-0.481479794276869	Significant
ENSG00000034053.14	4	12	0	Not
ENSG00000034152.18	4	12	-0.182021326047654	Not
ENSG00000034239.11	4	12	0	Not
ENSG00000034510.6	4	12	-0.029436461622247	Not
ENSG00000034533.11	4	12	0.193774983525546	Not
ENSG00000034677.13	4	12	0.400827489925294	Not
ENSG00000034693.15	4	12	-0.251712500588931	Not
ENSG00000034713.8	4	12	0.404315771516391	Not
ENSG00000035115.21	4	12	-0.105641088481481	Not
ENSG00000035141.8	4	12	-0.402708652594222	Significant
ENSG00000035403.17	4	12	-0.147888258099824	Not
ENSG00000035499.13	4	12	0.465946119210867	Not
ENSG00000035664.11	4	12	0	Not
ENSG00000035681.9	4	12	-0.460144911969849	Not
ENSG00000035687.10	4	12	0.0988460019069404	Not
ENSG00000035862.12	4	12	-0.284248969396564	Not
ENSG00000035928.16	4	12	0.260990545538748	Not
ENSG00000036054.13	4	12	0.468663044676448	Not
ENSG00000036257.13	4	12	0.102239275803739	Not
ENSG00000036448.10	4	12	0	Not
ENSG00000036473.8	4	12	0	Not
ENSG00000036530.8	4	12	0	Not
ENSG00000036549.13	4	12	-0.0630601689199115	Not
ENSG00000036672.16	4	12	0	Not
ENSG00000036828.16	4	12	-0.807021801316306	Not
ENSG00000037042.9	4	12	-0.573919901580336	Not
ENSG00000037241.7	4	12	-0.273940299828075	Not
ENSG00000037280.16	4	12	0	Not
ENSG00000037474.15	4	12	-0.000394423298647137	Not
ENSG00000037637.11	4	12	-0.0506121121735899	Not
ENSG00000037749.12	4	12	-0.0553457374090995	Not
ENSG00000037757.14	4	12	-0.644998841023785	Not
ENSG00000037897.17	4	12	0.26869926463614	Not
ENSG00000037965.6	4	12	0	Not
ENSG00000038002.9	4	12	-0.385878970537681	Not
ENSG00000038210.13	4	12	1.32917920301872	Significant
ENSG00000038219.13	4	12	0.138542291123292	Not
ENSG00000038274.17	4	12	0.682987263865225	Significant
ENSG00000038295.8	4	12	0	Not
ENSG00000038358.15	4	12	0.291782813810774	Not
ENSG00000038382.20	4	12	0.491944249310204	Significant
ENSG00000038427.16	4	12	-0.352471028589443	Significant
ENSG00000038532.16	4	12	0.288071953155559	Not
ENSG00000038945.15	4	12	0	Not
ENSG00000039068.19	4	12	-0.491783366261498	Significant
ENSG00000039123.16	4	12	0.0992617897744925	Not
ENSG00000039139.9	4	12	-0.617198476215638	Not
ENSG00000039319.17	4	12	0.0827492196783983	Not
ENSG00000039523.20	4	12	0.327200645995728	Not
ENSG00000039537.13	4	12	0	Not
ENSG00000039560.14	4	12	-0.00526862131609365	Not
ENSG00000039600.11	4	12	0	Not
