ENSEMBLID	X7h
ENSG00000005381	ENSG00000005381	-0.0180775447173271
ENSG00000005421	ENSG00000005421	-0.0375571032970778
ENSG00000005436	ENSG00000005436	-0.0413417322328877
ENSG00000005448	ENSG00000005448	-0.0105210935275739
ENSG00000005483	ENSG00000005483	0.219256058303051
ENSG00000005486	ENSG00000005486	0.352485596155115
ENSG00000005513	ENSG00000005513	-0.334253905241917
ENSG00000005700	ENSG00000005700	0.303745094853217
ENSG00000005801	ENSG00000005801	0.280937769021584
ENSG00000005889	ENSG00000005889	-0.0898970030240959
ENSG00000005893	ENSG00000005893	-0.232236098933049
ENSG00000005981	ENSG00000005981	-0.138923811335496
ENSG00000006016	ENSG00000006016	0.0752956230691186
ENSG00000006025	ENSG00000006025	0.160288888056482
ENSG00000006042	ENSG00000006042	0.133350995131017
ENSG00000006059	ENSG00000006059	0.222785561474084
ENSG00000006062	ENSG00000006062	-0.0624389087320492
ENSG00000006118	ENSG00000006118	-0.0925458561164125
ENSG00000006128	ENSG00000006128	0.0551787223505672
ENSG00000006194	ENSG00000006194	0.0342683300797872
ENSG00000006282	ENSG00000006282	-0.0749363967940632
ENSG00000006377	ENSG00000006377	-0.368951171529454
ENSG00000006432	ENSG00000006432	-0.0716254147234553
ENSG00000006459	ENSG00000006459	0.420173368393211
ENSG00000006468	ENSG00000006468	0.0539431773366784
ENSG00000006576	ENSG00000006576	-0.0185789007247195
ENSG00000006606	ENSG00000006606	0.107817669960158
ENSG00000006611	ENSG00000006611	0.138459642855455
ENSG00000006625	ENSG00000006625	-0.209519855223263
ENSG00000006659	ENSG00000006659	-0.017148692811357
ENSG00000006712	ENSG00000006712	0.104108660353387
ENSG00000006715	ENSG00000006715	0.0393219683778746
ENSG00000006747	ENSG00000006747	-0.109909926276165
ENSG00000006788	ENSG00000006788	0.0673860483288854
ENSG00000006831	ENSG00000006831	-0.146330837468526
ENSG00000006837	ENSG00000006837	-0.0438640162435089
ENSG00000007062	ENSG00000007062	-0.0918270881007146
ENSG00000007129	ENSG00000007129	0.0777590678981793
ENSG00000007168	ENSG00000007168	0.223818685198534
ENSG00000007171	ENSG00000007171	-0.059681156286081
ENSG00000007216	ENSG00000007216	-0.138584568379073
ENSG00000007237	ENSG00000007237	0.020392872910462
ENSG00000007306	ENSG00000007306	0.0186731860239634
ENSG00000007312	ENSG00000007312	0.168567253855862
ENSG00000007350	ENSG00000007350	0.138788353471225
ENSG00000007372	ENSG00000007372	0.0265049991904978
ENSG00000007384	ENSG00000007384	0.237494051539069
ENSG00000007392	ENSG00000007392	-0.130769123470085
ENSG00000007402	ENSG00000007402	0.235697002373525
ENSG00000007541	ENSG00000007541	0.000677109766390534
ENSG00000007545	ENSG00000007545	0.15434980514987
ENSG00000007866	ENSG00000007866	0.177329092946968
ENSG00000007908	ENSG00000007908	-0.167203709427319
ENSG00000007923	ENSG00000007923	0.148202481705009
ENSG00000007968	ENSG00000007968	0.0241795138421648
ENSG00000008018	ENSG00000008018	-0.0373951181621012
ENSG00000008056	ENSG00000008056	0.0380660481769652
ENSG00000008086	ENSG00000008086	0.0503333743728026
ENSG00000008118	ENSG00000008118	0.059933787391832
ENSG00000008196	ENSG00000008196	0.335475015159291
ENSG00000008197	ENSG00000008197	0.389409567408556
ENSG00000008226	ENSG00000008226	-0.330371371037143
ENSG00000008256	ENSG00000008256	0.222706440081689
ENSG00000008277	ENSG00000008277	0.170669727710857
ENSG00000008300	ENSG00000008300	-0.111548459890214
ENSG00000008311	ENSG00000008311	-0.0816764331169348
ENSG00000008382	ENSG00000008382	0.137835930361903
ENSG00000008394	ENSG00000008394	0.188939149667209
ENSG00000008441	ENSG00000008441	-0.277955957976505
ENSG00000008517	ENSG00000008517	-0.132091391493854
ENSG00000008710	ENSG00000008710	0.113390638540007
ENSG00000008735	ENSG00000008735	0.0461246347011519
ENSG00000008869	ENSG00000008869	0.581856702663396
ENSG00000008952	ENSG00000008952	0.61213379693036
ENSG00000009335	ENSG00000009335	-0.055212806987606
ENSG00000009724	ENSG00000009724	0.240030902744372
ENSG00000009765	ENSG00000009765	0.255690379462906
ENSG00000009790	ENSG00000009790	0.113169086834874
ENSG00000009830	ENSG00000009830	0.090458456221338
ENSG00000010030	ENSG00000010030	0.0246437474511421
ENSG00000010072	ENSG00000010072	0.0560287575714504
ENSG00000010219	ENSG00000010219	0.168085212422936
ENSG00000010244	ENSG00000010244	-0.0718056174736195
ENSG00000010278	ENSG00000010278	-0.0290285336773473
ENSG00000010282	ENSG00000010282	0.0742449651377501
ENSG00000010310	ENSG00000010310	0.0809315996736526
ENSG00000010318	ENSG00000010318	0.0326360136015182
ENSG00000010361	ENSG00000010361	-0.338368902596071
ENSG00000010379	ENSG00000010379	0.568047006244663
ENSG00000010438	ENSG00000010438	0.210918327633996
ENSG00000010671	ENSG00000010671	-0.0663897486005105
ENSG00000010704	ENSG00000010704	-0.214297877954464
ENSG00000010803	ENSG00000010803	0.216437274136734
ENSG00000010818	ENSG00000010818	0.151263732921513
ENSG00000011021	ENSG00000011021	-0.0844480720381373
ENSG00000011028	ENSG00000011028	0.0580485942107624
ENSG00000011114	ENSG00000011114	-0.0562232909248698
ENSG00000011132	ENSG00000011132	0.0291359014551945
ENSG00000011201	ENSG00000011201	-0.410086804064062
ENSG00000011243	ENSG00000011243	-0.429765052962862
ENSG00000011260	ENSG00000011260	-0.255048446318328
ENSG00000011275	ENSG00000011275	0.0443134439827055
ENSG00000011347	ENSG00000011347	-0.00883962757385396
ENSG00000011376	ENSG00000011376	0.0292236476114125
ENSG00000011405	ENSG00000011405	0.00939776273009615
ENSG00000011451	ENSG00000011451	-0.056081727048257
ENSG00000011485	ENSG00000011485	-0.0141931215580705
ENSG00000011523	ENSG00000011523	-0.0174827899278108
ENSG00000011566	ENSG00000011566	-0.0579270702965777
ENSG00000011590	ENSG00000011590	0.0629027486529162
ENSG00000012048	ENSG00000012048	-0.00638554794558536
ENSG00000012124	ENSG00000012124	-0.0630168318369882
ENSG00000012171	ENSG00000012171	-0.0149548534284616
ENSG00000012174	ENSG00000012174	-0.00814930978119814
ENSG00000012211	ENSG00000012211	-0.0472606715811118
ENSG00000012504	ENSG00000012504	0.0364404619779345
ENSG00000012660	ENSG00000012660	0.0147514303523018
ENSG00000012817	ENSG00000012817	0.126669678689266
ENSG00000012822	ENSG00000012822	-0.144335452037699
ENSG00000013275	ENSG00000013275	-0.374421722895182
ENSG00000013288	ENSG00000013288	-0.266106779212582
ENSG00000013293	ENSG00000013293	0.52951898116515
ENSG00000013306	ENSG00000013306	0.0420790812130178
ENSG00000013441	ENSG00000013441	0.324107215534602
ENSG00000013503	ENSG00000013503	-0.0688117274481076
ENSG00000013523	ENSG00000013523	-0.242297599691401
ENSG00000013561	ENSG00000013561	0.10265662332374
ENSG00000013588	ENSG00000013588	0.0710291395504286
ENSG00000013725	ENSG00000013725	-0.252920153393505
ENSG00000013810	ENSG00000013810	0.221528939593561
ENSG00000014123	ENSG00000014123	-0.0173011576601733
ENSG00000014641	ENSG00000014641	0.174852192316533
ENSG00000014824	ENSG00000014824	-0.0610308507737347
ENSG00000014914	ENSG00000014914	-0.148455049804067
ENSG00000014919	ENSG00000014919	0.141760243138066
ENSG00000015133	ENSG00000015133	0.146995868791233
ENSG00000015285	ENSG00000015285	-0.0948832184119333
ENSG00000015413	ENSG00000015413	-0.140772034514434
ENSG00000015479	ENSG00000015479	-0.0690349219912996
ENSG00000015520	ENSG00000015520	-0.0744979988423307
ENSG00000015676	ENSG00000015676	0.0053524623209101
ENSG00000016082	ENSG00000016082	0.013634135339645
ENSG00000016391	ENSG00000016391	0.0875282726036121
ENSG00000016490	ENSG00000016490	-0.0953111658477219
ENSG00000017483	ENSG00000017483	-0.046193961082244
ENSG00000017797	ENSG00000017797	-0.0547151640353872
ENSG00000018189	ENSG00000018189	0.0759678987416823
ENSG00000018236	ENSG00000018236	-0.00604185045685105
ENSG00000018625	ENSG00000018625	-0.355129701894651
ENSG00000018699	ENSG00000018699	0.38895405413405
ENSG00000018869	ENSG00000018869	-0.242417213325515
ENSG00000019102	ENSG00000019102	0.038234482848118
ENSG00000019549	ENSG00000019549	0.0239300742215317
ENSG00000019991	ENSG00000019991	0.0166825083351014
ENSG00000019995	ENSG00000019995	0.0380864810578417
ENSG00000020129	ENSG00000020129	-0.0887459232981277
ENSG00000020426	ENSG00000020426	0.247626044194764
ENSG00000020577	ENSG00000020577	0.212809537014362
ENSG00000020922	ENSG00000020922	0.256325132386131
ENSG00000021300	ENSG00000021300	-0.191387068569736
ENSG00000021355	ENSG00000021355	-0.194122414567437
ENSG00000021574	ENSG00000021574	0.0149105325045274
ENSG00000021762	ENSG00000021762	0.0258465208660035
ENSG00000021852	ENSG00000021852	0.0239933249407276
ENSG00000022556	ENSG00000022556	-0.00950704562919746
ENSG00000022567	ENSG00000022567	0.0332712414622106
ENSG00000022976	ENSG00000022976	0.169869112864645
ENSG00000023041	ENSG00000023041	-0.12035468455601
ENSG00000023228	ENSG00000023228	-0.710261496758189
ENSG00000023287	ENSG00000023287	-0.653099527841857
ENSG00000023445	ENSG00000023445	0.601195070773245
ENSG00000023516	ENSG00000023516	0.66315322761881
ENSG00000023697	ENSG00000023697	0.119406573086469
ENSG00000023734	ENSG00000023734	0.10825683762257
ENSG00000023839	ENSG00000023839	0.155010754755546
ENSG00000023902	ENSG00000023902	-0.02382534173614
ENSG00000023909	ENSG00000023909	0.0193986695277696
ENSG00000024862	ENSG00000024862	-0.047308699461117
ENSG00000025039	ENSG00000025039	0.0231265714517897
ENSG00000025156	ENSG00000025156	0.0491558999743832
ENSG00000025293	ENSG00000025293	-0.0127074811633134
ENSG00000025770	ENSG00000025770	-0.00741300946255308
ENSG00000025772	ENSG00000025772	0.177927098091914
ENSG00000025796	ENSG00000025796	0.279353825836813
ENSG00000026025	ENSG00000026025	0.234045462679247
ENSG00000026559	ENSG00000026559	-0.0152903005471726
ENSG00000026652	ENSG00000026652	0.168672308715328
ENSG00000026950	ENSG00000026950	-0.123580339491272
ENSG00000027001	ENSG00000027001	0.022317227670694
ENSG00000027847	ENSG00000027847	0.191851187988267
ENSG00000027869	ENSG00000027869	0.196276166295366
ENSG00000028116	ENSG00000028116	-0.1305183317847
ENSG00000028137	ENSG00000028137	0.215200291349099
ENSG00000028839	ENSG00000028839	0.0335523968771607
ENSG00000029363	ENSG00000029363	0.045424832133938
ENSG00000029364	ENSG00000029364	0.00477630685902734
ENSG00000029534	ENSG00000029534	0.00850999528913417
ENSG00000029559	ENSG00000029559	0.0706426059090051
ENSG00000030066	ENSG00000030066	0.639833729702595
ENSG00000030110	ENSG00000030110	-0.696375995140752
ENSG00000030304	ENSG00000030304	0.595727009993602
ENSG00000030419	ENSG00000030419	-0.181206584654221
ENSG00000031691	ENSG00000031691	-0.329050805510201
ENSG00000031698	ENSG00000031698	-0.180306942501402
ENSG00000031823	ENSG00000031823	0.168028486962791
ENSG00000033050	ENSG00000033050	0.043870136333586
ENSG00000033100	ENSG00000033100	-0.0445213004651179
ENSG00000033122	ENSG00000033122	-0.0343501815253608
ENSG00000033170	ENSG00000033170	0.00563640002848587
ENSG00000033867	ENSG00000033867	0.123539735779849
ENSG00000034053	ENSG00000034053	-0.0560690823507827
ENSG00000034239	ENSG00000034239	0.0264955065134664
ENSG00000034510	ENSG00000034510	-0.0449064550665434
ENSG00000034693	ENSG00000034693	-0.0768553822988336
ENSG00000034713	ENSG00000034713	0.0730261979882429
ENSG00000034971	ENSG00000034971	0.0174299758868897
ENSG00000035403	ENSG00000035403	0.05421653848881
ENSG00000035681	ENSG00000035681	0.00659598019934204
ENSG00000035687	ENSG00000035687	-0.0368274592747081
ENSG00000035720	ENSG00000035720	0.00299324481755588
ENSG00000035928	ENSG00000035928	-0.00509873342169165
ENSG00000036530	ENSG00000036530	0.149345585990212
ENSG00000036565	ENSG00000036565	-0.00544060341603192
ENSG00000036672	ENSG00000036672	0.00513255721800595
ENSG00000036828	ENSG00000036828	-0.142780063439334
ENSG00000037280	ENSG00000037280	-0.183203919615121
ENSG00000037474	ENSG00000037474	-0.209127813593941
ENSG00000037637	ENSG00000037637	0.0754292122898524
ENSG00000037749	ENSG00000037749	-0.0509241451470643
ENSG00000037757	ENSG00000037757	-0.0183430025998007
ENSG00000038210	ENSG00000038210	0.0496699260243304
ENSG00000038274	ENSG00000038274	-0.000128759687349008
ENSG00000038295	ENSG00000038295	0.117957255036267
ENSG00000039068	ENSG00000039068	0.108795156212376
ENSG00000039123	ENSG00000039123	-0.111269357090034
ENSG00000039319	ENSG00000039319	-0.0194149989319137
ENSG00000039523	ENSG00000039523	-0.0219512957141041
ENSG00000039600	ENSG00000039600	-0.0762287961472321
ENSG00000039650	ENSG00000039650	0.0694823033856024
ENSG00000039987	ENSG00000039987	0.0929928102078013
ENSG00000040275	ENSG00000040275	-0.0749455788455666
ENSG00000040731	ENSG00000040731	-0.145886363396955
ENSG00000040933	ENSG00000040933	-0.102317695126778
ENSG00000041353	ENSG00000041353	-0.0461817653632159
ENSG00000041982	ENSG00000041982	0.0209593645734595
ENSG00000042286	ENSG00000042286	0.0375138112200828
ENSG00000042445	ENSG00000042445	0.049584104722656
ENSG00000042493	ENSG00000042493	-0.0242551664775235
ENSG00000042781	ENSG00000042781	-1.7552542743123e-05
ENSG00000042813	ENSG00000042813	0.028108901615654
ENSG00000043039	ENSG00000043039	-0.0798365163971499
ENSG00000043143	ENSG00000043143	0.161849892017126
ENSG00000043462	ENSG00000043462	0.0371237551907306
ENSG00000043514	ENSG00000043514	0.066980423447203
ENSG00000044115	ENSG00000044115	0.467325231838652
ENSG00000044446	ENSG00000044446	0.426396414922618
ENSG00000044524	ENSG00000044524	-0.186301217529061
ENSG00000044574	ENSG00000044574	-0.00551036795586235
ENSG00000046604	ENSG00000046604	0.223608763456934
ENSG00000046774	ENSG00000046774	0.125522911146708
ENSG00000047056	ENSG00000047056	0.164504200770368
ENSG00000047188	ENSG00000047188	-0.169373582996969
ENSG00000047230	ENSG00000047230	-0.0138299183465114
ENSG00000047365	ENSG00000047365	0.577510318785595
ENSG00000047410	ENSG00000047410	0.585291591859674
ENSG00000047578	ENSG00000047578	0.554817358501926
ENSG00000047579	ENSG00000047579	-0.150708508484094
ENSG00000047644	ENSG00000047644	0.00141029917248818
ENSG00000047648	ENSG00000047648	0.0355787255906215
ENSG00000047849	ENSG00000047849	-0.0312331635269114
ENSG00000047932	ENSG00000047932	0.0477324255193897
ENSG00000048140	ENSG00000048140	-0.314268936934584
ENSG00000048162	ENSG00000048162	0.224476753500648
ENSG00000048342	ENSG00000048342	0.000890198175483192
ENSG00000048392	ENSG00000048392	-0.110172789398317
ENSG00000048540	ENSG00000048540	-0.177603203458573
ENSG00000048544	ENSG00000048544	0.012755970296394
ENSG00000048545	ENSG00000048545	-0.131539644108573
ENSG00000048707	ENSG00000048707	-0.0664284296278049
ENSG00000048740	ENSG00000048740	-0.00773648049407131
ENSG00000049089	ENSG00000049089	-0.101559675948246
ENSG00000049167	ENSG00000049167	-0.105485012611663
ENSG00000049192	ENSG00000049192	-0.0410421097195123
ENSG00000049239	ENSG00000049239	0.00714323770522392
ENSG00000049245	ENSG00000049245	0.00829398486241395
ENSG00000049283	ENSG00000049283	-0.189608429414839
ENSG00000049323	ENSG00000049323	-0.0123632118756651
ENSG00000049449	ENSG00000049449	0.107443631593078
ENSG00000049540	ENSG00000049540	-0.0684637502944356
ENSG00000049759	ENSG00000049759	-0.0720653076027515
ENSG00000049883	ENSG00000049883	-0.00881161132461491
ENSG00000050030	ENSG00000050030	-0.0631181454436781
ENSG00000050327	ENSG00000050327	0.162237208722591
ENSG00000050344	ENSG00000050344	-0.535497314157343
ENSG00000050393	ENSG00000050393	0.37332733153349
ENSG00000050426	ENSG00000050426	-0.217839494242843
ENSG00000050748	ENSG00000050748	-0.294449392755418
ENSG00000050767	ENSG00000050767	0.368296952470965
ENSG00000050820	ENSG00000050820	0.184655236496945
ENSG00000051009	ENSG00000051009	0.0128607417797231
ENSG00000051341	ENSG00000051341	0.134191061050724
ENSG00000051382	ENSG00000051382	0.106221005155598
ENSG00000051596	ENSG00000051596	0.0901016327785372
ENSG00000051620	ENSG00000051620	-0.0706852845530257
ENSG00000051825	ENSG00000051825	-0.00238736010940954
ENSG00000052723	ENSG00000052723	-0.605412670079962
ENSG00000052749	ENSG00000052749	-0.556603915845562
ENSG00000052802	ENSG00000052802	-0.351585845169294
ENSG00000052841	ENSG00000052841	0.095208546999905
ENSG00000052850	ENSG00000052850	0.537382048087439
ENSG00000053371	ENSG00000053371	0.0530556380120055
ENSG00000053372	ENSG00000053372	0.00665532052992527
ENSG00000053438	ENSG00000053438	-0.129846849491568
ENSG00000053501	ENSG00000053501	0.087162783124195
ENSG00000053770	ENSG00000053770	-0.314054338845131
ENSG00000053900	ENSG00000053900	-0.143413116803348
ENSG00000053918	ENSG00000053918	0.0564398405032644
ENSG00000054116	ENSG00000054116	-0.288103981934089
ENSG00000054118	ENSG00000054118	0.0948981326578012
ENSG00000054267	ENSG00000054267	0.049638496194928
ENSG00000054277	ENSG00000054277	0.00321557865876265
ENSG00000054282	ENSG00000054282	0.418315545829795
ENSG00000054392	ENSG00000054392	0.0768646705477962
ENSG00000054523	ENSG00000054523	0.362206903330761
ENSG00000054654	ENSG00000054654	0.0253047963318386
ENSG00000054690	ENSG00000054690	-0.369664699651736
ENSG00000054793	ENSG00000054793	0.503647737122729
ENSG00000054803	ENSG00000054803	0.0942247047564795
ENSG00000054983	ENSG00000054983	-0.0127919740567342
ENSG00000055044	ENSG00000055044	0.0520026415609524
ENSG00000055118	ENSG00000055118	-0.127600963222351
ENSG00000055147	ENSG00000055147	-0.0870172945713869
ENSG00000055163	ENSG00000055163	-0.0731950265539713
ENSG00000055332	ENSG00000055332	-0.183229378805639
ENSG00000055609	ENSG00000055609	0.142861519699465
ENSG00000055732	ENSG00000055732	-0.0286498991852984
ENSG00000055813	ENSG00000055813	-0.0787644054412097
ENSG00000055957	ENSG00000055957	0.13020543872352
ENSG00000056050	ENSG00000056050	-0.081223825779879
ENSG00000056097	ENSG00000056097	-0.0874584577200925
ENSG00000056291	ENSG00000056291	-0.152930010590223
ENSG00000056487	ENSG00000056487	-0.216686087834709
ENSG00000056736	ENSG00000056736	0.0177660540888525
ENSG00000057019	ENSG00000057019	-0.145227271358984
ENSG00000057149	ENSG00000057149	-0.0749473496988233
ENSG00000057468	ENSG00000057468	0.28177285523573
ENSG00000057593	ENSG00000057593	0.0997031775791199
ENSG00000057608	ENSG00000057608	-0.306322246832856
ENSG00000057663	ENSG00000057663	0.160371902220167
ENSG00000057704	ENSG00000057704	0.255602226152603
ENSG00000058056	ENSG00000058056	0.253071998995088
ENSG00000058063	ENSG00000058063	-0.222978491772112
ENSG00000058085	ENSG00000058085	0.317750900693636
ENSG00000058262	ENSG00000058262	0.154672810322709
ENSG00000058272	ENSG00000058272	0.366257554222674
ENSG00000058453	ENSG00000058453	-0.361847802222349
ENSG00000058600	ENSG00000058600	-0.186346432567917
ENSG00000058668	ENSG00000058668	0.327902529550416
ENSG00000058729	ENSG00000058729	-0.0257359840612483
ENSG00000059122	ENSG00000059122	-0.103673189263584
ENSG00000059145	ENSG00000059145	-0.0972080596154642
ENSG00000059377	ENSG00000059377	0.00455382456512243
ENSG00000059378	ENSG00000059378	-0.120296207046994
ENSG00000059573	ENSG00000059573	0.0845194239883392
ENSG00000059758	ENSG00000059758	-0.0731907710917111
ENSG00000059769	ENSG00000059769	0.0898234259402149
ENSG00000059804	ENSG00000059804	-0.144130969191938
ENSG00000059915	ENSG00000059915	-0.140186835914588
ENSG00000060069	ENSG00000060069	0.00193950130461218
ENSG00000060491	ENSG00000060491	0.430195392417601
ENSG00000060558	ENSG00000060558	-0.205217391081649
ENSG00000060566	ENSG00000060566	-0.189542311785745
ENSG00000060642	ENSG00000060642	0.00244466311178411
ENSG00000060718	ENSG00000060718	0.0391023052124574
ENSG00000060749	ENSG00000060749	-0.0344266451699795
ENSG00000060971	ENSG00000060971	-0.0997613039094656
ENSG00000061273	ENSG00000061273	-0.0694536874143428
ENSG00000061656	ENSG00000061656	0.324879768223194
ENSG00000061676	ENSG00000061676	-0.262520879376341
ENSG00000061918	ENSG00000061918	0.0684641961242616
ENSG00000061936	ENSG00000061936	-0.145453645986039
ENSG00000062096	ENSG00000062096	0.325665813450993
ENSG00000062194	ENSG00000062194	0.0774327379828913
ENSG00000062370	ENSG00000062370	0.0310025261158818
ENSG00000062725	ENSG00000062725	0.0528135163958237
ENSG00000062822	ENSG00000062822	-0.349431551401011
ENSG00000063015	ENSG00000063015	-0.354102312996446
ENSG00000063169	ENSG00000063169	-0.178927863467396
ENSG00000063176	ENSG00000063176	-0.187412899989692
ENSG00000063241	ENSG00000063241	0.163160987210251
ENSG00000063244	ENSG00000063244	0.20651180304589
ENSG00000063515	ENSG00000063515	-0.0574451320455032
ENSG00000063587	ENSG00000063587	-0.0576131700355994
ENSG00000063601	ENSG00000063601	0.0326472983507937
ENSG00000063660	ENSG00000063660	0.0602395431200439
ENSG00000063854	ENSG00000063854	-0.0699526507526131
ENSG00000064042	ENSG00000064042	0.195731130290616
ENSG00000064102	ENSG00000064102	0.088832478682517
ENSG00000064115	ENSG00000064115	-0.21311053150805
ENSG00000064201	ENSG00000064201	-0.0406388241468492
ENSG00000064225	ENSG00000064225	-0.253101654961267
ENSG00000064270	ENSG00000064270	-0.0816329451986668
ENSG00000064313	ENSG00000064313	0.137492398763399
ENSG00000064393	ENSG00000064393	0.319551018904002
ENSG00000064545	ENSG00000064545	0.259846363689913
ENSG00000064547	ENSG00000064547	-0.0104742300397535
ENSG00000064601	ENSG00000064601	0.12830811323548
ENSG00000064651	ENSG00000064651	-0.0312563193848886
ENSG00000064652	ENSG00000064652	0.363579793494212
ENSG00000064687	ENSG00000064687	0.0389755715163312
ENSG00000064692	ENSG00000064692	0.101903842036901
ENSG00000064703	ENSG00000064703	-0.00884391632196409
ENSG00000064726	ENSG00000064726	0.1545991647185
ENSG00000064763	ENSG00000064763	0.0765009116406645
ENSG00000064933	ENSG00000064933	0.290361358506926
ENSG00000064961	ENSG00000064961	0.0225596928711968
ENSG00000064995	ENSG00000064995	0.228977759192024
ENSG00000065054	ENSG00000065054	0.130572699701601
ENSG00000065057	ENSG00000065057	0.113962201097967
ENSG00000065060	ENSG00000065060	0.0204867543845353
ENSG00000065268	ENSG00000065268	0.515212361975059
ENSG00000065308	ENSG00000065308	0.352455738954792
ENSG00000065320	ENSG00000065320	-0.287257935520576
ENSG00000065325	ENSG00000065325	0.420440789582692
ENSG00000065328	ENSG00000065328	0.0301518339471235
ENSG00000065413	ENSG00000065413	0.27232347961922
ENSG00000065427	ENSG00000065427	-0.00188431173474631
ENSG00000065457	ENSG00000065457	0.48803601064972
ENSG00000065491	ENSG00000065491	0.132440475788123
ENSG00000065518	ENSG00000065518	0.133831537247755
ENSG00000065548	ENSG00000065548	-0.142785748209626
ENSG00000065559	ENSG00000065559	-0.182309036833818
ENSG00000065613	ENSG00000065613	0.0781702838124249
ENSG00000065615	ENSG00000065615	0.215238616453778
ENSG00000065665	ENSG00000065665	0.0317246233767439
ENSG00000065675	ENSG00000065675	0.247638226379745
ENSG00000065717	ENSG00000065717	0.318988562568276
ENSG00000065802	ENSG00000065802	0.179735724925478
ENSG00000065809	ENSG00000065809	0.230868356846045
ENSG00000065923	ENSG00000065923	-0.0249660119960756
ENSG00000065970	ENSG00000065970	0.0881842376151501
ENSG00000065978	ENSG00000065978	0.0121154079382887
ENSG00000065989	ENSG00000065989	0.230054450088445
ENSG00000066027	ENSG00000066027	0.161826185465585
ENSG00000066084	ENSG00000066084	0.486859948767262
ENSG00000066117	ENSG00000066117	0.199635380223957
ENSG00000066135	ENSG00000066135	-0.127146225790512
ENSG00000066136	ENSG00000066136	-0.201296553996035
ENSG00000066279	ENSG00000066279	-0.032727363332144
ENSG00000066294	ENSG00000066294	-0.112322282079668
ENSG00000066322	ENSG00000066322	0.0416535173791024
ENSG00000066382	ENSG00000066382	0.0202450120986584
ENSG00000066427	ENSG00000066427	0.355436208610167
ENSG00000066455	ENSG00000066455	0.144400424845365
ENSG00000066468	ENSG00000066468	0.0690177344987989
ENSG00000066583	ENSG00000066583	0.355102699489798
ENSG00000066629	ENSG00000066629	-0.300250699502602
ENSG00000066697	ENSG00000066697	-0.0532865878637422
ENSG00000066735	ENSG00000066735	-0.103011780335889
ENSG00000066739	ENSG00000066739	-0.0638501620114888
ENSG00000066813	ENSG00000066813	-0.186840341719789
ENSG00000066827	ENSG00000066827	-0.0689790601104117
ENSG00000066926	ENSG00000066926	-0.0466821855617644
ENSG00000066933	ENSG00000066933	-0.0300393945753334
ENSG00000067064	ENSG00000067064	-0.0892436691928668
ENSG00000067066	ENSG00000067066	0.466184988837666
ENSG00000067141	ENSG00000067141	0.142083162463808
ENSG00000067167	ENSG00000067167	-0.213035538266345
ENSG00000067177	ENSG00000067177	0.0343090395886865
ENSG00000067182	ENSG00000067182	-0.248540661293329
ENSG00000067208	ENSG00000067208	-0.149952898174496
ENSG00000067248	ENSG00000067248	0.0327664939482618
