"ENSEMBLID" "PScore"
"1589" "ENSG00000164695" "1"
"1591" "ENSG00000164742" "1"
"1595" "ENSG00000164904" "0"
"1597" "ENSG00000164944" "1"
"1598" "ENSG00000164946" "1"
"1600" "ENSG00000165025" "0"
"1603" "ENSG00000165140" "1"
"1605" "ENSG00000165246" "1"
"1606" "ENSG00000165283" "1"
"1607" "ENSG00000165325" "0"
"1609" "ENSG00000165392" "1"
"1610" "ENSG00000165434" "1"
"1611" "ENSG00000165471" "0"
"1618" "ENSG00000165732" "1"
"1621" "ENSG00000165795" "1"
"1623" "ENSG00000165828" "1"
"1624" "ENSG00000165837" "0"
"1627" "ENSG00000165949" "1"
"1630" "ENSG00000165983" "0"
"1633" "ENSG00000166111" "1"
"1634" "ENSG00000166130" "0"
"1637" "ENSG00000166171" "0"
"1642" "ENSG00000166351" "0"
"1644" "ENSG00000166407" "0"
"1646" "ENSG00000166603" "0"
"1647" "ENSG00000166669" "0"
"1651" "ENSG00000166821" "1"
"1654" "ENSG00000166896" "0"
"1656" "ENSG00000166987" "0"
"1658" "ENSG00000167004" "1"
"1663" "ENSG00000167183" "0"
"1668" "ENSG00000167302" "0"
"1670" "ENSG00000167461" "0"
"1671" "ENSG00000167487" "1"
"1672" "ENSG00000167508" "1"
"1674" "ENSG00000167525" "1"
"1676" "ENSG00000167562" "1"
"1678" "ENSG00000167614" "1"
"1679" "ENSG00000167644" "1"
"1680" "ENSG00000167645" "0"
"1681" "ENSG00000167664" "1"
"1686" "ENSG00000167780" "0"
"1692" "ENSG00000167916" "1"
"1693" "ENSG00000167964" "0"
"1694" "ENSG00000167965" "0"
"1695" "ENSG00000167992" "0"
"1696" "ENSG00000167995" "1"
"1698" "ENSG00000168060" "1"
"1699" "ENSG00000168297" "0"
"1700" "ENSG00000168301" "0"
"1701" "ENSG00000168303" "1"
"1704" "ENSG00000168453" "1"
"1706" "ENSG00000168481" "0"
"1707" "ENSG00000168612" "0"
"1708" "ENSG00000168619" "1"
"1710" "ENSG00000168679" "1"
"1712" "ENSG00000168807" "1"
"1713" "ENSG00000168818" "0"
"1715" "ENSG00000168887" "1"
"1717" "ENSG00000168928" "0"
"1720" "ENSG00000169045" "1"
"1722" "ENSG00000169087" "0"
"1723" "ENSG00000169122" "0"
"1725" "ENSG00000169129" "1"
"1727" "ENSG00000169241" "1"
"1728" "ENSG00000169245" "0"
"1732" "ENSG00000169398" "1"
"1734" "ENSG00000169499" "1"
"1737" "ENSG00000169604" "1"
"1738" "ENSG00000169609" "0"
"1739" "ENSG00000169635" "0"
"1740" "ENSG00000169682" "1"
"1742" "ENSG00000169688" "1"
"1743" "ENSG00000169710" "0"
"1745" "ENSG00000169717" "0"
"1746" "ENSG00000169763" "1"
"1749" "ENSG00000169857" "0"
"1750" "ENSG00000169885" "0"
"1751" "ENSG00000169900" "1"
"1754" "ENSG00000169967" "1"
"1757" "ENSG00000170153" "1"
"1758" "ENSG00000170231" "0"
"1762" "ENSG00000170323" "0"
"1763" "ENSG00000170373" "0"
"1764" "ENSG00000170390" "1"
"1768" "ENSG00000170456" "0"
"1769" "ENSG00000170482" "0"
"1772" "ENSG00000170581" "1"
"1774" "ENSG00000170689" "0"
"1776" "ENSG00000170779" "0"
"1782" "ENSG00000170906" "0"
"1786" "ENSG00000171051" "1"
"1788" "ENSG00000171126" "0"
"1790" "ENSG00000171204" "1"
"1791" "ENSG00000171209" "0"
"1794" "ENSG00000171345" "0"
"1797" "ENSG00000171446" "0"
"1800" "ENSG00000171475" "1"
"1804" "ENSG00000171574" "1"
"1810" "ENSG00000171811" "0"
"1812" "ENSG00000171848" "1"
"1814" "ENSG00000171865" "0"
"1815" "ENSG00000171970" "1"
"1818" "ENSG00000172155" "1"
"1820" "ENSG00000172209" "1"
"1822" "ENSG00000172320" "0"
"1825" "ENSG00000172534" "1"
"1826" "ENSG00000172554" "0"
"1827" "ENSG00000172578" "1"
"1828" "ENSG00000172716" "0"
"1831" "ENSG00000172771" "0"
"1832" "ENSG00000172803" "0"
"1834" "ENSG00000172845" "0"
"1835" "ENSG00000172943" "1"
"1837" "ENSG00000173013" "0"
"1841" "ENSG00000173218" "1"
"1842" "ENSG00000173226" "0"
"1843" "ENSG00000173253" "1"
"1844" "ENSG00000173276" "0"
"1845" "ENSG00000173369" "1"
"1848" "ENSG00000173467" "1"
"1851" "ENSG00000173559" "0"
"1853" "ENSG00000173614" "0"
"1854" "ENSG00000173638" "1"
"1856" "ENSG00000173762" "0"
"1857" "ENSG00000173868" "0"
"1858" "ENSG00000173917" "1"
"1860" "ENSG00000173947" "0"
"1861" "ENSG00000174016" "0"
"1862" "ENSG00000174123" "0"
"1863" "ENSG00000174151" "0"
"1867" "ENSG00000174326" "0"
"1873" "ENSG00000174599" "1"
"1874" "ENSG00000174652" "0"
"1877" "ENSG00000174791" "1"
"1878" "ENSG00000174807" "0"
"1879" "ENSG00000174840" "1"
"1883" "ENSG00000175054" "0"
"1888" "ENSG00000175182" "0"
"1894" "ENSG00000175294" "0"
"1897" "ENSG00000175348" "1"
"1901" "ENSG00000175602" "0"
"1904" "ENSG00000175727" "1"
"1909" "ENSG00000175906" "1"
"1911" "ENSG00000176108" "0"
"1912" "ENSG00000176155" "0"
"1913" "ENSG00000176165" "0"
"1915" "ENSG00000176256" "0"
"1916" "ENSG00000176273" "0"
"1920" "ENSG00000176542" "0"
"1921" "ENSG00000176597" "1"
"1922" "ENSG00000176624" "1"
"1923" "ENSG00000176658" "1"
"1924" "ENSG00000176731" "0"
"1925" "ENSG00000176783" "1"
"1926" "ENSG00000176845" "1"
"1931" "ENSG00000177047" "0"
"1932" "ENSG00000177096" "1"
"1934" "ENSG00000177182" "0"
"1935" "ENSG00000177257" "0"
"1937" "ENSG00000177380" "0"
"1938" "ENSG00000177432" "1"
"1941" "ENSG00000177485" "0"
"1942" "ENSG00000177519" "1"
"1943" "ENSG00000177556" "0"
"1944" "ENSG00000177628" "1"
"1947" "ENSG00000177684" "0"
"1954" "ENSG00000178201" "1"
"1957" "ENSG00000178252" "1"
"1960" "ENSG00000178776" "1"
"1963" "ENSG00000179041" "1"
"1964" "ENSG00000179058" "0"
"1965" "ENSG00000179059" "0"
"1966" "ENSG00000179085" "1"
"1973" "ENSG00000179583" "1"
"1974" "ENSG00000179598" "1"
"1975" "ENSG00000179630" "0"
"1976" "ENSG00000179750" "1"
"1977" "ENSG00000179832" "0"
"1978" "ENSG00000179913" "1"
"1979" "ENSG00000179922" "0"
"1981" "ENSG00000179958" "0"
"1982" "ENSG00000180035" "1"
"1983" "ENSG00000180138" "0"
"1984" "ENSG00000180176" "0"
"1986" "ENSG00000180228" "1"
"1987" "ENSG00000180305" "1"
"1990" "ENSG00000180628" "0"
"1995" "ENSG00000180917" "0"
"1996" "ENSG00000180964" "1"
"1999" "ENSG00000181192" "1"
"2000" "ENSG00000181195" "0"
"2001" "ENSG00000181264" "1"
"2003" "ENSG00000181374" "0"
"2005" "ENSG00000181541" "1"
"2006" "ENSG00000181666" "0"
"2007" "ENSG00000181751" "0"
"2008" "ENSG00000181826" "1"
"2009" "ENSG00000181867" "0"
"2010" "ENSG00000181982" "1"
"2013" "ENSG00000182132" "1"
"2019" "ENSG00000182326" "1"
"2023" "ENSG00000182580" "1"
"2026" "ENSG00000182795" "1"
"2027" "ENSG00000182827" "0"
"2028" "ENSG00000182871" "0"
"2029" "ENSG00000182923" "0"
"2031" "ENSG00000182957" "1"
"2034" "ENSG00000183036" "0"
"2036" "ENSG00000183060" "1"
"2038" "ENSG00000183092" "1"
"2042" "ENSG00000183346" "0"
"2044" "ENSG00000183396" "1"
"2046" "ENSG00000183578" "1"
"2047" "ENSG00000183621" "1"
"2048" "ENSG00000183632" "1"
"2051" "ENSG00000183682" "1"
"2053" "ENSG00000183696" "0"
"2056" "ENSG00000183801" "0"
"2059" "ENSG00000183878" "1"
"2063" "ENSG00000184009" "1"
"2065" "ENSG00000184058" "1"
"2070" "ENSG00000184313" "0"
"2072" "ENSG00000184351" "1"
"2073" "ENSG00000184374" "1"
"2075" "ENSG00000184470" "1"
"2076" "ENSG00000184486" "1"
"2078" "ENSG00000184557" "0"
"2081" "ENSG00000184634" "0"
"2083" "ENSG00000184811" "0"
"2086" "ENSG00000184903" "0"
"2090" "ENSG00000184945" "1"
"2091" "ENSG00000184992" "1"
"2092" "ENSG00000185024" "0"
"2093" "ENSG00000185033" "1"
"2094" "ENSG00000185053" "1"
"2095" "ENSG00000185070" "1"
"2096" "ENSG00000185104" "0"
"2097" "ENSG00000185127" "1"
"2098" "ENSG00000185155" "0"
"2099" "ENSG00000185177" "1"
"2102" "ENSG00000185250" "1"
"2106" "ENSG00000185418" "1"
"2108" "ENSG00000185475" "1"
"2110" "ENSG00000185527" "0"
"2113" "ENSG00000185634" "1"
"2117" "ENSG00000185787" "0"
"2118" "ENSG00000185864" "1"
"2123" "ENSG00000186063" "1"
"2124" "ENSG00000186106" "0"
"2127" "ENSG00000186306" "1"
"2130" "ENSG00000186487" "1"
"2132" "ENSG00000186642" "1"
"2133" "ENSG00000186732" "1"
"2136" "ENSG00000186806" "0"
"2137" "ENSG00000186818" "0"
"2141" "ENSG00000187082" "0"
"2143" "ENSG00000187123" "0"
"2146" "ENSG00000187545" "0"
"2147" "ENSG00000187583" "1"
"2148" "ENSG00000187624" "0"
"2149" "ENSG00000187688" "0"
"2150" "ENSG00000187715" "1"
"2151" "ENSG00000187764" "0"
"2152" "ENSG00000187792" "1"
"2153" "ENSG00000187838" "0"
"2155" "ENSG00000187902" "1"
"2156" "ENSG00000187955" "0"
"2157" "ENSG00000188010" "1"
"2158" "ENSG00000188076" "1"
"2160" "ENSG00000188215" "1"
"2164" "ENSG00000188517" "1"
"2168" "ENSG00000188820" "0"
"2169" "ENSG00000188848" "1"
"2170" "ENSG00000188886" "0"
"2173" "ENSG00000189091" "0"
"2176" "ENSG00000189182" "0"
"2177" "ENSG00000189280" "1"
"2178" "ENSG00000189298" "0"
"2179" "ENSG00000189308" "0"
"2180" "ENSG00000189369" "0"
"2188" "ENSG00000196182" "0"
"2190" "ENSG00000196230" "0"
"2191" "ENSG00000196277" "0"
"2193" "ENSG00000196358" "1"
"2194" "ENSG00000196367" "0"
"2195" "ENSG00000196381" "1"
"2200" "ENSG00000196497" "0"
"2201" "ENSG00000196553" "1"
"2202" "ENSG00000196576" "0"
"2203" "ENSG00000196581" "0"
"2206" "ENSG00000196730" "0"
"2207" "ENSG00000196747" "0"
"2208" "ENSG00000196781" "1"
"2209" "ENSG00000196812" "0"
"2210" "ENSG00000196872" "0"
"2213" "ENSG00000197008" "1"
"2215" "ENSG00000197062" "1"
"2217" "ENSG00000197170" "0"
"2220" "ENSG00000197223" "1"
"2222" "ENSG00000197345" "1"
"2223" "ENSG00000197375" "0"
"2224" "ENSG00000197408" "0"
"2227" "ENSG00000197471" "0"
"2229" "ENSG00000197584" "0"
"2234" "ENSG00000197798" "1"
"2235" "ENSG00000197808" "1"
"2236" "ENSG00000197841" "0"
"2238" "ENSG00000197863" "0"
"2239" "ENSG00000197887" "1"
"2240" "ENSG00000197905" "1"
"2241" "ENSG00000197953" "0"
"2243" "ENSG00000197977" "1"
"2246" "ENSG00000198055" "1"
"2248" "ENSG00000198168" "0"
"2251" "ENSG00000198315" "1"
"2253" "ENSG00000198346" "1"
"2257" "ENSG00000198467" "0"
"2258" "ENSG00000198482" "0"
"2259" "ENSG00000198502" "1"
"2260" "ENSG00000198522" "0"
"2262" "ENSG00000198576" "1"
"2263" "ENSG00000198604" "1"
"2264" "ENSG00000198643" "0"
"2267" "ENSG00000198728" "1"
"2269" "ENSG00000198765" "1"
"2275" "ENSG00000198851" "0"
"2276" "ENSG00000198862" "0"
"2279" "ENSG00000198887" "1"
"2280" "ENSG00000198908" "1"
"2281" "ENSG00000198959" "1"
"2282" "ENSG00000203485" "0"
"2283" "ENSG00000203661" "1"
"2284" "ENSG00000203734" "0"
"2286" "ENSG00000203785" "0"
"2288" "ENSG00000203812" "1"
"2289" "ENSG00000203814" "1"
"2291" "ENSG00000203879" "1"
"2293" "ENSG00000204071" "0"
"2295" "ENSG00000204256" "0"
"2297" "ENSG00000204311" "0"
"2298" "ENSG00000204351" "0"
"2299" "ENSG00000204366" "0"
"2300" "ENSG00000204388" "1"
"2304" "ENSG00000204475" "0"
"2306" "ENSG00000204538" "0"
"2310" "ENSG00000204681" "0"
"2312" "ENSG00000204851" "0"
"2313" "ENSG00000204880" "0"
"2316" "ENSG00000204991" "1"
"2318" "ENSG00000205076" "0"
"2321" "ENSG00000205352" "0"
"2325" "ENSG00000205649" "1"
"2326" "ENSG00000205670" "0"
"2327" "ENSG00000205683" "1"
"2328" "ENSG00000205808" "1"
"2329" "ENSG00000205916" "0"
"2330" "ENSG00000205981" "1"
"2334" "ENSG00000206279" "1"
"2336" "ENSG00000206299" "0"
"2341" "ENSG00000206342" "0"
"2342" "ENSG00000206366" "0"
"2344" "ENSG00000206406" "0"
"2347" "ENSG00000206452" "0"
"2348" "ENSG00000206460" "1"
"2349" "ENSG00000206466" "0"
"2351" "ENSG00000206487" "0"
"2352" "ENSG00000206549" "1"
"2353" "ENSG00000211456" "0"
"2354" "ENSG00000212128" "0"
"2355" "ENSG00000213030" "0"
"2360" "ENSG00000213397" "1"
"2363" "ENSG00000213420" "0"
"2365" "ENSG00000213523" "1"
"2366" "ENSG00000213578" "0"
"2367" "ENSG00000213619" "1"
"2368" "ENSG00000213699" "0"
"2369" "ENSG00000213714" "1"
"2370" "ENSG00000213923" "0"
"2371" "ENSG00000213973" "0"
"2372" "ENSG00000214063" "1"
"2375" "ENSG00000214510" "1"
"2379" "ENSG00000216490" "0"
"2381" "ENSG00000221852" "0"
"2382" "ENSG00000221882" "1"
"2385" "ENSG00000221974" "0"
"2386" "ENSG00000221988" "0"
"2387" "ENSG00000223494" "1"
"2390" "ENSG00000223639" "0"
"2393" "ENSG00000223898" "0"
"2394" "ENSG00000223980" "0"
"2396" "ENSG00000224242" "0"
"2399" "ENSG00000224587" "1"
"2400" "ENSG00000224740" "0"
"2401" "ENSG00000224877" "0"
"2402" "ENSG00000224979" "1"
"2404" "ENSG00000225550" "0"
"2414" "ENSG00000226437" "0"
"2415" "ENSG00000226892" "1"
"2416" "ENSG00000226929" "0"
"2419" "ENSG00000227804" "1"
"2420" "ENSG00000228049" "0"
"2422" "ENSG00000228284" "0"
"2424" "ENSG00000228696" "0"
"2425" "ENSG00000228716" "1"
"2426" "ENSG00000228896" "0"
"2427" "ENSG00000228977" "0"
"2428" "ENSG00000229006" "1"
"2430" "ENSG00000229117" "0"
"2431" "ENSG00000229202" "0"
"2432" "ENSG00000229215" "1"
"2433" "ENSG00000229353" "1"
"2435" "ENSG00000229680" "1"
"2436" "ENSG00000229859" "0"
"2437" "ENSG00000230141" "0"
"2438" "ENSG00000230624" "1"
"2439" "ENSG00000230780" "1"
"2442" "ENSG00000230989" "1"
"2444" "ENSG00000231094" "1"
"2446" "ENSG00000231488" "0"
"2449" "ENSG00000231834" "1"
"2451" "ENSG00000232040" "1"
"2452" "ENSG00000232180" "1"
"2453" "ENSG00000232357" "0"
"2454" "ENSG00000232629" "1"
"2456" "ENSG00000232962" "1"
"2458" "ENSG00000233276" "0"
"2460" "ENSG00000233813" "1"
"2461" "ENSG00000234000" "0"
"2463" "ENSG00000234068" "0"
"2465" "ENSG00000234343" "1"
"2471" "ENSG00000234852" "0"
"2472" "ENSG00000234947" "1"
"2477" "ENSG00000235487" "0"
"2479" "ENSG00000235754" "1"
"2481" "ENSG00000236011" "1"
"2483" "ENSG00000237051" "0"
"2484" "ENSG00000237052" "1"
"2485" "ENSG00000237289" "0"
"2487" "ENSG00000237441" "1"
"2488" "ENSG00000237495" "0"
"2490" "ENSG00000237599" "1"
"2492" "ENSG00000237881" "0"
"2496" "ENSG00000239741" "0"
"2498" "ENSG00000239961" "1"
"2499" "ENSG00000240130" "1"
"2504" "ENSG00000241674" "1"
"2505" "ENSG00000241822" "0"
"2507" "ENSG00000241945" "1"
"2508" "ENSG00000242038" "0"
"2512" "ENSG00000242685" "1"
"2513" "ENSG00000242802" "0"
"2514" "ENSG00000243244" "1"
"2515" "ENSG00000243279" "0"
"2517" "ENSG00000243649" "0"
"2519" "ENSG00000243719" "1"
"2521" "ENSG00000244057" "1"
"2522" "ENSG00000244274" "0"
"2524" "ENSG00000244687" "1"
"2525" "ENSG00000247596" "0"
"2528" "ENSG00000249158" "1"
"2530" "ENSG00000249853" "0"
"2532" "ENSG00000250506" "0"
"2536" "ENSG00000253953" "0"
"2539" "ENSG00000254505" "1"
"2540" "ENSG00000254685" "0"
"2543" "ENSG00000254901" "1"
"2545" "ENSG00000255339" "1"
"2547" "ENSG00000255713" "0"
"2552" "ENSG00000258223" "1"
"2553" "ENSG00000258227" "1"
"2561" "ENSG00000262145" "0"
"2562" "ENSG00000262327" "0"
"2563" "ENSG00000262418" "0"
"2564" "ENSG00000262473" "1"
"2565" "ENSG00000262512" "1"
"2567" "ENSG00000262635" "0"
"2568" "ENSG00000262655" "0"
"2570" "ENSG00000262796" "1"
"2571" "ENSG00000262993" "1"
"2572" "ENSG00000263243" "1"
"2573" "ENSG00000263341" "0"
"2576" "ENSG00000266472" "1"
"2577" "ENSG00000267041" "0"
"2580" "ENSG00000268350" "1"
"2581" "ENSG00000269313" "1"
"2582" "ENSG00000269404" "0"
"2583" "ENSG00000269699" "1"
"2585" "ENSG00000270276" "0"
"2586" "ENSG00000270629" "0"
"2592" "ENSG00000273173" "1"
"2593" "ENSG00000273502" "0"
"2594" "ENSG00000273526" "1"
"2595" "ENSG00000273535" "1"
"2597" "ENSG00000273611" "0"
"2600" "ENSG00000273706" "0"
"2601" "ENSG00000273896" "0"
"2608" "ENSG00000274221" "1"
"2609" "ENSG00000274247" "1"
"2610" "ENSG00000274287" "1"
"2611" "ENSG00000274296" "0"
"2613" "ENSG00000274334" "1"
"2617" "ENSG00000274538" "1"
"2619" "ENSG00000274609" "1"
"2621" "ENSG00000274696" "0"
"2622" "ENSG00000274763" "0"
"2628" "ENSG00000275009" "0"
"2629" "ENSG00000275051" "0"
"2631" "ENSG00000275118" "0"
"2632" "ENSG00000275136" "0"
"2635" "ENSG00000275368" "1"
"2637" "ENSG00000275444" "1"
"2638" "ENSG00000275474" "0"
"2639" "ENSG00000275513" "0"
"2641" "ENSG00000275605" "0"
"2643" "ENSG00000275713" "1"
"2644" "ENSG00000275744" "0"
"2645" "ENSG00000275793" "0"
"2646" "ENSG00000275819" "1"
"2649" "ENSG00000275885" "1"
"2650" "ENSG00000276016" "0"
"2654" "ENSG00000276072" "1"
"2655" "ENSG00000276111" "1"
"2658" "ENSG00000276234" "0"
"2659" "ENSG00000276263" "1"
"2661" "ENSG00000276392" "0"
"2662" "ENSG00000276433" "1"
"2663" "ENSG00000276464" "1"
"2664" "ENSG00000276495" "0"
"2667" "ENSG00000276681" "1"
"2668" "ENSG00000276725" "0"
"2670" "ENSG00000276787" "0"
"2671" "ENSG00000276870" "0"
"2674" "ENSG00000276903" "1"
"2677" "ENSG00000277069" "0"
"2682" "ENSG00000277335" "1"
"2688" "ENSG00000277800" "0"
"2689" "ENSG00000277804" "0"
"2690" "ENSG00000277808" "1"
"2691" "ENSG00000277926" "1"
"2692" "ENSG00000278021" "0"
"2693" "ENSG00000278079" "1"
"2695" "ENSG00000278173" "1"
"2700" "ENSG00000278373" "1"
"2703" "ENSG00000278444" "0"
"2707" "ENSG00000280501" "1"
"2709" "ENSG00000280618" "0"
"2721" "ENSG00000282107" "0"
"2724" "ENSG00000282291" "0"
"2725" "ENSG00000282379" "1"
"2726" "ENSG00000282583" "0"
"2727" "ENSG00000282650" "1"
"2730" "ENSG00000282739" "1"
"2731" "ENSG00000282838" "0"
"2735" "ENSG00000282956" "0"
"2736" "ENSG00000282984" "1"
"2740" "ENSG00000283903" "0"
"2742" "ENSG00000283985" "0"
"2746" "ENSG00000284365" "1"
"2748" "ENSG00000284466" "1"
"2750" "ENSG00000284796" "1"
"2752" "ENSG00000284827" "0"
"2761" "ENSG00000285152" "0"
"2762" "ENSG00000285193" "1"
"2765" "ENSG00000285251" "0"
"2766" "ENSG00000285253" "1"
"2769" "ENSG00000285344" "1"
"2771" "ENSG00000285479" "1"
"2778" "ENSG00000288263" "0"
"2779" "ENSG00000288295" "1"
"2780" "ENSG00000288357" "0"
"2784" "ENSG00000288474" "1"
