"ENSEMBLID" "PScore"
"1632" "ENSG00000164764" "0"
"1633" "ENSG00000164818" "0"
"1635" "ENSG00000164828" "1"
"1639" "ENSG00000164985" "1"
"1640" "ENSG00000165046" "1"
"1641" "ENSG00000165078" "0"
"1642" "ENSG00000165091" "0"
"1643" "ENSG00000165097" "1"
"1644" "ENSG00000165113" "1"
"1646" "ENSG00000165168" "1"
"1647" "ENSG00000165175" "0"
"1648" "ENSG00000165186" "0"
"1649" "ENSG00000165288" "1"
"1650" "ENSG00000165359" "1"
"1652" "ENSG00000165389" "0"
"1654" "ENSG00000165490" "0"
"1655" "ENSG00000165496" "1"
"1657" "ENSG00000165533" "1"
"1660" "ENSG00000165684" "0"
"1662" "ENSG00000165699" "1"
"1663" "ENSG00000165792" "0"
"1664" "ENSG00000165810" "0"
"1665" "ENSG00000165819" "0"
"1667" "ENSG00000165905" "1"
"1668" "ENSG00000166046" "1"
"1670" "ENSG00000166091" "0"
"1672" "ENSG00000166140" "0"
"1675" "ENSG00000166246" "0"
"1676" "ENSG00000166261" "1"
"1677" "ENSG00000166292" "1"
"1678" "ENSG00000166341" "0"
"1680" "ENSG00000166359" "0"
"1682" "ENSG00000166398" "1"
"1683" "ENSG00000166411" "1"
"1684" "ENSG00000166428" "1"
"1685" "ENSG00000166452" "0"
"1688" "ENSG00000166508" "1"
"1689" "ENSG00000166569" "0"
"1690" "ENSG00000166598" "1"
"1691" "ENSG00000166689" "0"
"1692" "ENSG00000166750" "1"
"1694" "ENSG00000166800" "0"
"1696" "ENSG00000166825" "0"
"1699" "ENSG00000166866" "0"
"1702" "ENSG00000166927" "0"
"1705" "ENSG00000166961" "1"
"1707" "ENSG00000167005" "0"
"1709" "ENSG00000167157" "1"
"1710" "ENSG00000167186" "1"
"1712" "ENSG00000167291" "1"
"1713" "ENSG00000167346" "0"
"1714" "ENSG00000167377" "1"
"1715" "ENSG00000167483" "0"
"1717" "ENSG00000167525" "1"
"1718" "ENSG00000167555" "0"
"1723" "ENSG00000167693" "0"
"1724" "ENSG00000167769" "0"
"1726" "ENSG00000167840" "0"
"1729" "ENSG00000167889" "1"
"1730" "ENSG00000167977" "0"
"1732" "ENSG00000168066" "0"
"1737" "ENSG00000168243" "1"
"1739" "ENSG00000168268" "0"
"1740" "ENSG00000168397" "1"
"1742" "ENSG00000168461" "0"
"1743" "ENSG00000168528" "1"
"1744" "ENSG00000168564" "0"
"1745" "ENSG00000168615" "0"
"1747" "ENSG00000168679" "1"
"1751" "ENSG00000168843" "0"
"1753" "ENSG00000168903" "0"
"1754" "ENSG00000168906" "1"
"1755" "ENSG00000168916" "1"
"1756" "ENSG00000168928" "1"
"1763" "ENSG00000169057" "1"
"1764" "ENSG00000169071" "0"
"1766" "ENSG00000169118" "0"
"1767" "ENSG00000169122" "1"
"1770" "ENSG00000169245" "0"
"1771" "ENSG00000169255" "1"
"1775" "ENSG00000169393" "1"
"1778" "ENSG00000169508" "1"
"1783" "ENSG00000169689" "1"
"1785" "ENSG00000169715" "0"
"1786" "ENSG00000169740" "1"
"1787" "ENSG00000169756" "0"
"1791" "ENSG00000169964" "0"
"1793" "ENSG00000170088" "0"
"1794" "ENSG00000170122" "1"
"1795" "ENSG00000170190" "0"
"1796" "ENSG00000170234" "0"
"1797" "ENSG00000170242" "1"
"1798" "ENSG00000170264" "0"
"1800" "ENSG00000170276" "1"
"1802" "ENSG00000170325" "1"
"1803" "ENSG00000170381" "1"
"1804" "ENSG00000170419" "0"
"1805" "ENSG00000170454" "0"
"1806" "ENSG00000170471" "0"
"1807" "ENSG00000170482" "1"
"1809" "ENSG00000170606" "1"
"1810" "ENSG00000170633" "0"
"1813" "ENSG00000170779" "0"
"1814" "ENSG00000170782" "0"
"1820" "ENSG00000170881" "1"
"1821" "ENSG00000170906" "1"
"1824" "ENSG00000170927" "0"
"1826" "ENSG00000170956" "0"
"1830" "ENSG00000171100" "0"
"1832" "ENSG00000171209" "0"
"1835" "ENSG00000171401" "1"
"1837" "ENSG00000171444" "1"
"1839" "ENSG00000171476" "1"
"1841" "ENSG00000171557" "1"
"1842" "ENSG00000171596" "0"
"1844" "ENSG00000171723" "0"
"1845" "ENSG00000171759" "0"
"1847" "ENSG00000171806" "1"
"1852" "ENSG00000171862" "1"
"1853" "ENSG00000171872" "1"
"1854" "ENSG00000171877" "0"
"1856" "ENSG00000171956" "1"
"1860" "ENSG00000172167" "1"
"1861" "ENSG00000172239" "0"
"1863" "ENSG00000172315" "1"
"1864" "ENSG00000172320" "0"
"1868" "ENSG00000172468" "0"
"1869" "ENSG00000172478" "1"
"1871" "ENSG00000172551" "0"
"1872" "ENSG00000172578" "1"
"1875" "ENSG00000172733" "1"
"1876" "ENSG00000172748" "1"
"1877" "ENSG00000172795" "1"
"1879" "ENSG00000172817" "1"
"1880" "ENSG00000172818" "0"
"1883" "ENSG00000172977" "0"
"1884" "ENSG00000172987" "1"
"1885" "ENSG00000173020" "1"
"1886" "ENSG00000173041" "0"
"1890" "ENSG00000173258" "1"
"1892" "ENSG00000173349" "0"
"1894" "ENSG00000173418" "1"
"1898" "ENSG00000173598" "1"
"1899" "ENSG00000173660" "1"
"1900" "ENSG00000173868" "1"
"1902" "ENSG00000173928" "1"
"1904" "ENSG00000174175" "1"
"1906" "ENSG00000174437" "0"
"1907" "ENSG00000174448" "1"
"1909" "ENSG00000174628" "0"
"1911" "ENSG00000174672" "1"
"1912" "ENSG00000174684" "0"
"1913" "ENSG00000174718" "0"
"1914" "ENSG00000174738" "1"
"1917" "ENSG00000174827" "0"
"1918" "ENSG00000174844" "1"
"1919" "ENSG00000174886" "0"
"1921" "ENSG00000174948" "1"
"1922" "ENSG00000174996" "1"
"1923" "ENSG00000175003" "1"
"1925" "ENSG00000175087" "1"
"1928" "ENSG00000175193" "1"
"1929" "ENSG00000175206" "0"
"1932" "ENSG00000175262" "1"
"1933" "ENSG00000175376" "0"
"1935" "ENSG00000175505" "1"
"1936" "ENSG00000175520" "1"
"1937" "ENSG00000175535" "0"
"1938" "ENSG00000175567" "1"
"1939" "ENSG00000175592" "0"
"1940" "ENSG00000175787" "1"
"1943" "ENSG00000176018" "0"
"1944" "ENSG00000176049" "1"
"1945" "ENSG00000176055" "1"
"1946" "ENSG00000176058" "0"
"1948" "ENSG00000176155" "0"
"1950" "ENSG00000176410" "0"
"1953" "ENSG00000176476" "0"
"1957" "ENSG00000176782" "1"
"1958" "ENSG00000176853" "0"
"1960" "ENSG00000176895" "0"
"1962" "ENSG00000176919" "1"
"1965" "ENSG00000176979" "0"
"1967" "ENSG00000177082" "1"
"1969" "ENSG00000177119" "1"
"1971" "ENSG00000177156" "0"
"1976" "ENSG00000177243" "1"
"1978" "ENSG00000177414" "1"
"1979" "ENSG00000177462" "1"
"1980" "ENSG00000177465" "0"
"1981" "ENSG00000177494" "1"
"1982" "ENSG00000177542" "0"
"1984" "ENSG00000177646" "1"
"1995" "ENSG00000178149" "1"
"1996" "ENSG00000178171" "1"
"1997" "ENSG00000178188" "0"
"2001" "ENSG00000178385" "0"
"2003" "ENSG00000178397" "1"
"2006" "ENSG00000178502" "0"
"2009" "ENSG00000178665" "1"
"2013" "ENSG00000178927" "1"
"2016" "ENSG00000178999" "0"
"2020" "ENSG00000179218" "0"
"2021" "ENSG00000179242" "1"
"2022" "ENSG00000179271" "1"
"2025" "ENSG00000179454" "1"
"2026" "ENSG00000179455" "0"
"2028" "ENSG00000179593" "0"
"2031" "ENSG00000179832" "1"
"2034" "ENSG00000179886" "1"
"2035" "ENSG00000179941" "0"
"2036" "ENSG00000180071" "0"
"2037" "ENSG00000180098" "1"
"2038" "ENSG00000180205" "0"
"2041" "ENSG00000180370" "1"
"2042" "ENSG00000180376" "1"
"2044" "ENSG00000180638" "0"
"2047" "ENSG00000180828" "1"
"2048" "ENSG00000180921" "1"
"2049" "ENSG00000181007" "1"
"2050" "ENSG00000181192" "0"
"2054" "ENSG00000181541" "0"
"2055" "ENSG00000181610" "1"
"2056" "ENSG00000181617" "0"
"2057" "ENSG00000181718" "1"
"2058" "ENSG00000181722" "0"
"2061" "ENSG00000182040" "1"
"2062" "ENSG00000182093" "1"
"2063" "ENSG00000182107" "0"
"2065" "ENSG00000182168" "1"
"2067" "ENSG00000182223" "0"
"2069" "ENSG00000182330" "1"
"2070" "ENSG00000182389" "1"
"2072" "ENSG00000182518" "0"
"2075" "ENSG00000182667" "0"
"2077" "ENSG00000182771" "0"
"2079" "ENSG00000182836" "0"
"2081" "ENSG00000182896" "1"
"2082" "ENSG00000182923" "0"
"2085" "ENSG00000183117" "0"
"2087" "ENSG00000183291" "1"
"2088" "ENSG00000183396" "0"
"2089" "ENSG00000183421" "1"
"2090" "ENSG00000183530" "1"
"2094" "ENSG00000183638" "0"
"2097" "ENSG00000183691" "0"
"2099" "ENSG00000183735" "1"
"2100" "ENSG00000183760" "0"
"2102" "ENSG00000183783" "1"
"2103" "ENSG00000183840" "0"
"2105" "ENSG00000183955" "1"
"2107" "ENSG00000184012" "0"
"2109" "ENSG00000184076" "1"
"2110" "ENSG00000184117" "1"
"2111" "ENSG00000184148" "0"
"2112" "ENSG00000184166" "0"
"2113" "ENSG00000184226" "1"
"2114" "ENSG00000184254" "0"
"2115" "ENSG00000184307" "0"
"2117" "ENSG00000184357" "1"
"2121" "ENSG00000184428" "1"
"2122" "ENSG00000184432" "1"
"2123" "ENSG00000184459" "0"
"2126" "ENSG00000184588" "0"
"2127" "ENSG00000184634" "1"
"2132" "ENSG00000184924" "1"
"2133" "ENSG00000184983" "0"
"2134" "ENSG00000184990" "1"
"2137" "ENSG00000185149" "0"
"2139" "ENSG00000185220" "0"
"2141" "ENSG00000185261" "1"
"2143" "ENSG00000185313" "1"
"2144" "ENSG00000185352" "0"
"2146" "ENSG00000185518" "1"
"2147" "ENSG00000185585" "1"
"2150" "ENSG00000185669" "0"
"2151" "ENSG00000185742" "0"
"2152" "ENSG00000185745" "0"
"2157" "ENSG00000185896" "1"
"2158" "ENSG00000185920" "1"
"2159" "ENSG00000185933" "0"
"2160" "ENSG00000185942" "0"
"2161" "ENSG00000185946" "0"
"2162" "ENSG00000185963" "0"
"2164" "ENSG00000186038" "1"
"2166" "ENSG00000186104" "0"
"2168" "ENSG00000186187" "0"
"2171" "ENSG00000186283" "1"
"2174" "ENSG00000186431" "0"
"2175" "ENSG00000186648" "1"
"2176" "ENSG00000186723" "0"
"2178" "ENSG00000186832" "0"
"2180" "ENSG00000186862" "1"
"2181" "ENSG00000186889" "0"
"2182" "ENSG00000186919" "0"
"2183" "ENSG00000186970" "1"
"2184" "ENSG00000186976" "1"
"2188" "ENSG00000187164" "1"
"2190" "ENSG00000187243" "1"
"2193" "ENSG00000187510" "0"
"2194" "ENSG00000187546" "0"
"2197" "ENSG00000187658" "1"
"2198" "ENSG00000187682" "0"
"2199" "ENSG00000187715" "0"
"2201" "ENSG00000187772" "0"
"2202" "ENSG00000187790" "1"
"2203" "ENSG00000187840" "0"
"2204" "ENSG00000188038" "1"
"2205" "ENSG00000188050" "1"
"2207" "ENSG00000188076" "0"
"2209" "ENSG00000188171" "1"
"2211" "ENSG00000188215" "1"
"2213" "ENSG00000188389" "0"
"2214" "ENSG00000188536" "0"
"2216" "ENSG00000188641" "0"
"2217" "ENSG00000188676" "0"
"2219" "ENSG00000188739" "0"
"2221" "ENSG00000188811" "1"
"2223" "ENSG00000188886" "1"
"2224" "ENSG00000189013" "0"
"2225" "ENSG00000189042" "1"
"2226" "ENSG00000189056" "0"
"2228" "ENSG00000189182" "0"
"2231" "ENSG00000189367" "1"
"2232" "ENSG00000196071" "0"
"2233" "ENSG00000196083" "0"
"2234" "ENSG00000196099" "1"
"2235" "ENSG00000196101" "1"
"2236" "ENSG00000196132" "1"
"2241" "ENSG00000196189" "0"
"2243" "ENSG00000196242" "0"
"2244" "ENSG00000196277" "0"
"2248" "ENSG00000196367" "0"
"2249" "ENSG00000196371" "1"
"2251" "ENSG00000196428" "1"
"2252" "ENSG00000196459" "0"
"2254" "ENSG00000196511" "0"
"2255" "ENSG00000196517" "0"
"2256" "ENSG00000196557" "0"
"2258" "ENSG00000196610" "1"
"2259" "ENSG00000196636" "0"
"2261" "ENSG00000196712" "1"
"2265" "ENSG00000196890" "1"
"2266" "ENSG00000196954" "0"
"2268" "ENSG00000196998" "1"
"2269" "ENSG00000197045" "0"
"2270" "ENSG00000197056" "1"
"2271" "ENSG00000197063" "1"
"2272" "ENSG00000197122" "0"
"2275" "ENSG00000197299" "1"
"2276" "ENSG00000197408" "0"
"2279" "ENSG00000197461" "0"
"2282" "ENSG00000197498" "0"
"2283" "ENSG00000197568" "0"
"2286" "ENSG00000197601" "0"
"2287" "ENSG00000197635" "0"
"2291" "ENSG00000197756" "1"
"2292" "ENSG00000197769" "1"
"2294" "ENSG00000197818" "1"
"2295" "ENSG00000197849" "1"
"2297" "ENSG00000197870" "0"
"2299" "ENSG00000197894" "1"
"2302" "ENSG00000197978" "0"
"2303" "ENSG00000198034" "1"
"2304" "ENSG00000198056" "0"
"2305" "ENSG00000198087" "1"
"2306" "ENSG00000198093" "1"
"2307" "ENSG00000198231" "0"
"2309" "ENSG00000198301" "0"
"2312" "ENSG00000198417" "1"
"2313" "ENSG00000198466" "1"
"2315" "ENSG00000198551" "0"
"2317" "ENSG00000198569" "1"
"2320" "ENSG00000198680" "1"
"2322" "ENSG00000198754" "0"
"2323" "ENSG00000198756" "1"
"2324" "ENSG00000198758" "1"
"2325" "ENSG00000198759" "0"
"2326" "ENSG00000198788" "1"
"2327" "ENSG00000198793" "0"
"2329" "ENSG00000198814" "0"
"2330" "ENSG00000198818" "0"
"2332" "ENSG00000198873" "1"
"2334" "ENSG00000198889" "1"
"2335" "ENSG00000198901" "0"
"2336" "ENSG00000198915" "0"
"2337" "ENSG00000198934" "1"
"2340" "ENSG00000203624" "1"
"2341" "ENSG00000203710" "0"
"2344" "ENSG00000203852" "0"
"2348" "ENSG00000203965" "0"
"2349" "ENSG00000204116" "1"
"2351" "ENSG00000204220" "1"
"2355" "ENSG00000204308" "1"
"2356" "ENSG00000204348" "0"
"2357" "ENSG00000204382" "1"
"2358" "ENSG00000204388" "0"
"2361" "ENSG00000204472" "0"
"2363" "ENSG00000204516" "0"
"2365" "ENSG00000204564" "0"
"2368" "ENSG00000204580" "1"
"2372" "ENSG00000204711" "0"
"2375" "ENSG00000204882" "0"
"2379" "ENSG00000205302" "0"
"2380" "ENSG00000205358" "1"
"2384" "ENSG00000205643" "1"
"2385" "ENSG00000205678" "0"
"2386" "ENSG00000205744" "1"
"2392" "ENSG00000206306" "1"
"2393" "ENSG00000206308" "1"
"2395" "ENSG00000206396" "1"
"2397" "ENSG00000206409" "0"
"2403" "ENSG00000206492" "1"
"2404" "ENSG00000206501" "0"
"2405" "ENSG00000211452" "1"
"2407" "ENSG00000212710" "0"
"2408" "ENSG00000212900" "0"
"2409" "ENSG00000213023" "1"
"2413" "ENSG00000213246" "1"
"2416" "ENSG00000213401" "1"
"2417" "ENSG00000213463" "0"
"2418" "ENSG00000213516" "1"
"2420" "ENSG00000213780" "0"
"2422" "ENSG00000213949" "1"
"2424" "ENSG00000214078" "0"
"2427" "ENSG00000214706" "0"
"2429" "ENSG00000215018" "1"
"2432" "ENSG00000215328" "0"
"2435" "ENSG00000215915" "0"
"2437" "ENSG00000221818" "1"
"2443" "ENSG00000223465" "1"
"2445" "ENSG00000223496" "0"
"2447" "ENSG00000223775" "0"
"2449" "ENSG00000224089" "0"
"2450" "ENSG00000224180" "0"
"2457" "ENSG00000224639" "1"
"2458" "ENSG00000224748" "1"
"2461" "ENSG00000225543" "0"
"2462" "ENSG00000225748" "1"
"2463" "ENSG00000225824" "0"
"2464" "ENSG00000225989" "0"
"2465" "ENSG00000226127" "0"
"2470" "ENSG00000226589" "1"
"2471" "ENSG00000226704" "0"
"2472" "ENSG00000226841" "0"
"2473" "ENSG00000226882" "1"
"2474" "ENSG00000227044" "0"
"2480" "ENSG00000227565" "1"
"2483" "ENSG00000227772" "0"
"2485" "ENSG00000228163" "1"
"2487" "ENSG00000228333" "1"
"2488" "ENSG00000228454" "0"
"2491" "ENSG00000228662" "0"
"2493" "ENSG00000228892" "1"
"2494" "ENSG00000228907" "0"
"2495" "ENSG00000229094" "0"
"2498" "ENSG00000229346" "1"
"2500" "ENSG00000229809" "1"
"2501" "ENSG00000230124" "0"
"2502" "ENSG00000230141" "1"
"2503" "ENSG00000230453" "1"
"2504" "ENSG00000230456" "0"
"2507" "ENSG00000230791" "0"
"2508" "ENSG00000230985" "1"
"2509" "ENSG00000231044" "0"
"2513" "ENSG00000231479" "1"
"2514" "ENSG00000231543" "0"
"2517" "ENSG00000231825" "1"
"2518" "ENSG00000231834" "0"
"2520" "ENSG00000232062" "0"
"2521" "ENSG00000232126" "0"
"2524" "ENSG00000232569" "1"
"2527" "ENSG00000232804" "0"
"2529" "ENSG00000233051" "1"
"2530" "ENSG00000233141" "0"
"2532" "ENSG00000233348" "0"
"2534" "ENSG00000233927" "0"
"2535" "ENSG00000234032" "1"
"2540" "ENSG00000235068" "1"
"2541" "ENSG00000235487" "1"
"2543" "ENSG00000235658" "0"
"2544" "ENSG00000235961" "0"
"2545" "ENSG00000236063" "0"
"2548" "ENSG00000236826" "1"
"2549" "ENSG00000237052" "1"
"2550" "ENSG00000237112" "1"
"2552" "ENSG00000237344" "1"
"2555" "ENSG00000237703" "0"
"2556" "ENSG00000237957" "1"
"2557" "ENSG00000239306" "0"
"2558" "ENSG00000239463" "0"
"2560" "ENSG00000239779" "1"
"2561" "ENSG00000239857" "0"
"2562" "ENSG00000239900" "1"
"2566" "ENSG00000240508" "0"
"2567" "ENSG00000241186" "1"
"2571" "ENSG00000241852" "1"
"2574" "ENSG00000242114" "1"
"2576" "ENSG00000242574" "0"
"2581" "ENSG00000243509" "0"
"2583" "ENSG00000243667" "1"
"2585" "ENSG00000243896" "0"
"2586" "ENSG00000243958" "0"
"2590" "ENSG00000245848" "0"
"2591" "ENSG00000247746" "1"
"2594" "ENSG00000249751" "0"
"2596" "ENSG00000251247" "1"
"2597" "ENSG00000253305" "0"
"2599" "ENSG00000253537" "1"
"2600" "ENSG00000253910" "0"
"2603" "ENSG00000254827" "1"
"2604" "ENSG00000255307" "1"
"2606" "ENSG00000256060" "1"
"2609" "ENSG00000257103" "0"
"2611" "ENSG00000258223" "1"
"2613" "ENSG00000258388" "0"
"2616" "ENSG00000258713" "0"
"2617" "ENSG00000258986" "1"
"2619" "ENSG00000259956" "0"
"2620" "ENSG00000261052" "0"
"2626" "ENSG00000262771" "0"
"2628" "ENSG00000262938" "0"
"2630" "ENSG00000263020" "1"
"2632" "ENSG00000263290" "0"
"2634" "ENSG00000263956" "0"
"2637" "ENSG00000267206" "1"
"2640" "ENSG00000268940" "1"
"2642" "ENSG00000269307" "0"
"2643" "ENSG00000270629" "0"
"2644" "ENSG00000270806" "1"
"2646" "ENSG00000272000" "1"
"2647" "ENSG00000272325" "0"
"2649" "ENSG00000273397" "0"
"2650" "ENSG00000273431" "0"
"2653" "ENSG00000273535" "0"
"2656" "ENSG00000273611" "1"
"2657" "ENSG00000273703" "0"
"2658" "ENSG00000273761" "1"
"2663" "ENSG00000273991" "1"
"2664" "ENSG00000274047" "0"
"2666" "ENSG00000274233" "0"
"2669" "ENSG00000274394" "0"
"2670" "ENSG00000274418" "1"
"2671" "ENSG00000274488" "0"
"2672" "ENSG00000274511" "0"
"2676" "ENSG00000274639" "1"
"2678" "ENSG00000274676" "0"
"2679" "ENSG00000274724" "1"
"2689" "ENSG00000275125" "1"
"2690" "ENSG00000275176" "0"
"2691" "ENSG00000275199" "0"
"2692" "ENSG00000275302" "0"
"2693" "ENSG00000275349" "1"
"2694" "ENSG00000275407" "0"
"2697" "ENSG00000275513" "1"
"2702" "ENSG00000275624" "0"
"2704" "ENSG00000275700" "1"
"2708" "ENSG00000275746" "1"
"2709" "ENSG00000275786" "1"
"2712" "ENSG00000275979" "0"
"2715" "ENSG00000276072" "1"
"2716" "ENSG00000276180" "1"
"2717" "ENSG00000276191" "1"
"2719" "ENSG00000276340" "1"
"2724" "ENSG00000276465" "0"
"2727" "ENSG00000276541" "0"
"2728" "ENSG00000276582" "1"
"2730" "ENSG00000276731" "0"
"2733" "ENSG00000276781" "1"
"2734" "ENSG00000276785" "1"
"2735" "ENSG00000276799" "0"
"2736" "ENSG00000276802" "0"
"2737" "ENSG00000276806" "1"
"2743" "ENSG00000277025" "1"
"2744" "ENSG00000277092" "1"
"2745" "ENSG00000277117" "0"
"2747" "ENSG00000277161" "1"
"2750" "ENSG00000277362" "1"
"2751" "ENSG00000277390" "0"
"2752" "ENSG00000277429" "1"
"2753" "ENSG00000277443" "1"
"2754" "ENSG00000277518" "0"
"2755" "ENSG00000277585" "0"
"2756" "ENSG00000277594" "1"
"2758" "ENSG00000277722" "0"
"2761" "ENSG00000277775" "1"
"2762" "ENSG00000277791" "0"
"2765" "ENSG00000278074" "0"
"2766" "ENSG00000278081" "1"
"2767" "ENSG00000278114" "0"
"2769" "ENSG00000278165" "1"
"2773" "ENSG00000278268" "1"
"2776" "ENSG00000278326" "0"
"2779" "ENSG00000278474" "0"
"2782" "ENSG00000278588" "0"
"2784" "ENSG00000278634" "0"
"2787" "ENSG00000278787" "1"
"2790" "ENSG00000280549" "1"
"2791" "ENSG00000280661" "1"
"2793" "ENSG00000280808" "0"
"2794" "ENSG00000280831" "1"
"2797" "ENSG00000281166" "0"
"2799" "ENSG00000281429" "1"
"2802" "ENSG00000281670" "0"
"2806" "ENSG00000282088" "1"
"2807" "ENSG00000282379" "0"
"2809" "ENSG00000282612" "1"
"2810" "ENSG00000282637" "1"
"2811" "ENSG00000282712" "1"
"2812" "ENSG00000282813" "0"
"2813" "ENSG00000282825" "1"
"2816" "ENSG00000282873" "1"
"2817" "ENSG00000282947" "1"
"2818" "ENSG00000282967" "0"
"2820" "ENSG00000283100" "1"
"2821" "ENSG00000283228" "0"
"2823" "ENSG00000283632" "0"
"2826" "ENSG00000283731" "0"
"2828" "ENSG00000283883" "0"
"2830" "ENSG00000283985" "0"
"2835" "ENSG00000284208" "1"
"2836" "ENSG00000284290" "0"
"2837" "ENSG00000284384" "1"
"2839" "ENSG00000284460" "0"
"2840" "ENSG00000284511" "1"
"2842" "ENSG00000284562" "0"
"2844" "ENSG00000284841" "0"
"2845" "ENSG00000284862" "1"
"2846" "ENSG00000284874" "0"
"2848" "ENSG00000285044" "0"
"2849" "ENSG00000285070" "1"
"2851" "ENSG00000285112" "1"
"2852" "ENSG00000285140" "0"
"2853" "ENSG00000285172" "1"
"2854" "ENSG00000285193" "0"
"2856" "ENSG00000285241" "0"
"2857" "ENSG00000285321" "0"
"2858" "ENSG00000285360" "1"
"2859" "ENSG00000285382" "0"
"2860" "ENSG00000285422" "0"
"2862" "ENSG00000285617" "0"
"2863" "ENSG00000286112" "1"
"2867" "ENSG00000288213" "1"
"2869" "ENSG00000288295" "0"
"2870" "ENSG00000288335" "1"
"2872" "ENSG00000288411" "0"
"2873" "ENSG00000288422" "0"
"2874" "ENSG00000288475" "1"
"2875" "ENSG00000288485" "0"
"2877" "ENSG00000288501" "0"
