baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Colour
ENSG00000160207.9	10.5695757459713	1.54083629807	1.0342648276857	1.48978893686042	0.136279740939431	0.638432280579272	Not
ENSG00000261373.1	13.7366706972844	1.5343841813634	0.948406267451298	1.6178553790949	0.10569376839556	0.568924618875056	Not
ENSG00000256061.7	15.0503521265863	1.53420652922774	0.855595873820829	1.79314390843944	0.0729499162929959	0.477013438324102	Not
ENSG00000010310.9	12.0793203112301	1.52035010053082	0.948967117599889	1.60211041282027	0.109131195791997	0.577837148438323	Not
ENSG00000276107.1	21.063826295104	1.51981353530477	0.73352823853138	2.07192232755433	0.0382726853702715	0.332901487378084	Not
ENSG00000145736.14	22.791906405283	1.50937380213267	0.698461301818512	2.16099846649036	0.0306954578737463	0.292052462457096	Not
ENSG00000166106.3	75.3454414179019	1.50081354596719	0.399072560512983	3.76075354326036	0.000169402273009466	0.00521938800152871	Significant
ENSG00000087494.15	18.7039745197159	1.48234755712531	0.770874332210295	1.92294320252568	0.0544871832768481	0.405592088090341	Not
ENSG00000146678.10	11.4212691035876	1.48157093212006	0.994449375633211	1.48984047697418	0.136266185402011	0.638432280579272	Not
ENSG00000181104.7	307.560778745857	1.47733740838486	0.23105885038957	6.39377113620206	1.61843616334772e-10	1.30125235018374e-08	Significant
ENSG00000263235.1	14.0348675231768	1.46151774916976	0.917652851539448	1.59266954460821	0.111234343193378	0.581596708696806	Not
ENSG00000205041.1	13.7642546402972	1.45879581378103	0.924770907811649	1.57746724238231	0.114688053774579	0.592527886005827	Not
ENSG00000183287.14	16.8260194657756	1.44930283709932	0.801937059137335	1.80725260241543	0.0707229025630927	0.47007378302667	Not
ENSG00000131711.15	190.300705882317	1.44810550102321	0.285207632296863	5.07737289272793	3.82689351590044e-07	2.03489647292653e-05	Significant
ENSG00000244242.2	17.7007606822711	1.43823838940616	0.790389986579244	1.81965664270465	0.0688113099290582	0.463335096929989	Not
ENSG00000184574.10	11.5742810946679	1.43618710604417	0.964035617566592	1.48976560603578	0.136285877509222	0.638432280579272	Not
ENSG00000115461.5	54.7873110121156	1.43078042313758	0.466665180273223	3.06596781508293	0.00216966668390592	0.0434890088803959	Significant
ENSG00000136010.14	17.8345448372699	1.42481911999634	0.77847194957308	1.83027676305835	0.0672085642394136	0.45684316386762	Not
ENSG00000258701.1	15.3547305726796	1.4203398842013	0.841759614044348	1.68734619777858	0.0915368027027467	0.531704704881	Not
ENSG00000242550.6	49.3803840013989	1.39401391775284	0.47580264556086	2.9298153987976	0.00339163424829523	0.0621476179359274	Not
ENSG00000261305.2	10.9162298870253	1.39335305065592	1.01109275233916	1.37806650026163	0.16818275733207	0.696165778894267	Not
ENSG00000121207.12	71.3758574095285	1.38579152380401	0.398862421118055	3.47435970508197	0.000512074067185854	0.0134119622318139	Significant
ENSG00000163209.15	11.4044028649092	1.38370392137305	0.972411249266556	1.42296165579811	0.154747271129958	0.67655718197091	Not
ENSG00000163817.16	64.4852210385319	1.36627263029772	0.41711918059047	3.27549701350015	0.0010547622955944	0.0244050172532359	Significant
ENSG00000215089.3	13.9971279123497	1.360571347123	0.953061707802517	1.42757949037747	0.153412930379553	0.673599209033608	Not
ENSG00000125999.11	13.7566145947015	1.36053341063929	0.886606273581127	1.5345406988199	0.124896688793811	0.615243384397118	Not
ENSG00000276855.1	19.3496009365783	1.35906357140373	0.754907185158886	1.80030551850911	0.0718124100196493	0.474184006366859	Not
ENSG00000187398.12	119.498538565222	1.35707264446305	0.310212436305993	4.37465583463726	1.21624212745923e-05	0.000507043426568878	Significant
ENSG00000263535.2	12.3506492554455	1.35534900424765	0.943040691252755	1.43721158251101	0.150657882888507	0.667784465316305	Not
ENSG00000272335.1	29.2612179493442	1.34630430077519	0.624903270736987	2.15442031402301	0.031207224921703	0.293356241742306	Not
ENSG00000188042.8	310.582698402768	1.34445786839266	0.202308203402916	6.64559244646665	3.01999837160833e-11	2.65967481589581e-09	Significant
ENSG00000167772.12	69.0475967106236	1.34443642795005	0.42276156868424	3.18012924432639	0.00147209379962716	0.0322100523766246	Significant
ENSG00000224086.5	14.4530268382716	1.33583993228456	0.86970579364209	1.53596761347355	0.124546323639747	0.614582221768955	Not
ENSG00000232995.7	13.5775101718601	1.33121519023254	0.888831073777615	1.49771450335861	0.134207442043183	0.634390159621098	Not
ENSG00000215067.9	15.7121618066482	1.32762480064033	0.830300813048931	1.59896844586384	0.109827614004097	0.578241973502327	Not
ENSG00000162595.6	33.7657582501741	1.32023383232575	0.568048873915839	2.3241553551981	0.0201171691143256	0.22250473311614	Not
ENSG00000134757.5	23.8849216163203	1.31840799836532	0.676695536498725	1.9483030805654	0.051378708775124	0.394271164692995	Not
ENSG00000147257.13	13.3269005749779	1.31734203829472	0.891728162365717	1.47729105560586	0.139597634570148	0.644941071714084	Not
ENSG00000136999.5	111.379732553635	1.31330557387081	0.330021848758525	3.97945038733404	6.90747726433317e-05	0.00237978636018872	Significant
ENSG00000109099.15	10.9524164362222	1.31027160375032	1.02956374554352	1.2726473804287	0.203143197531159	0.75607258225345	Not
ENSG00000230701.2	10.5157453463818	1.30934045827471	1.02923120097587	1.27215387274817	0.203318453116917	0.756197354039462	Not
ENSG00000169213.7	19.4987929048608	1.299315047954	0.746239449899621	1.74115030789216	0.0816572349815715	0.505702571354051	Not
ENSG00000176055.10	87.2731843202602	1.29918094346151	0.359883386998495	3.61000532504977	0.000306190719138497	0.00873387332668131	Significant
ENSG00000159167.12	218.489759151828	1.29063555680945	0.233798736145547	5.52028457504572	3.38451092145122e-08	2.08258268096809e-06	Significant
ENSG00000285837.1	10.8570879533862	1.28109917281209	0.988401074278719	1.29613292230279	0.194929694270016	0.739006351045141	Not
ENSG00000275401.1	10.8048106154268	1.27633537808553	0.994394287442819	1.28353048102051	0.199306287750413	0.747387237290692	Not
ENSG00000279789.1	24.4729591611738	1.27498350006929	0.669120251572103	1.90546242932224	0.0567199867536991	0.415342584925762	Not
ENSG00000184226.15	87.4398639523214	1.27387762286429	0.370406714427085	3.43913210330061	0.000583582384662174	0.0148710508179445	Significant
ENSG00000267645.5	10.7110330324227	1.27244281482153	1.0055264017582	1.26544943285091	0.205710264430361	0.757787812136126	Not
ENSG00000137440.4	60.295961837004	1.26270595162543	0.454848731415284	2.77610085378595	0.00550151399118888	0.0895171289259151	Not
ENSG00000101842.13	13.4590391939095	1.26074626613222	0.934324066295077	1.34936721809117	0.177219044918387	0.711912979522832	Not
ENSG00000174928.16	35.1901738137974	1.2537895182429	0.557571869834013	2.24865992363666	0.0245341407739571	0.255514100255602	Not
ENSG00000231566.1	19.139808609262	1.24879712295537	0.770810995189395	1.62010808194105	0.105209061626864	0.566705232180482	Not
ENSG00000177181.15	12.645801508456	1.24706232496811	0.919899758741298	1.35565023592839	0.175210480001345	0.708027207828781	Not
ENSG00000104368.17	52.5688528110023	1.2430432288094	0.456078125983427	2.72550503519339	0.00642031971671007	0.0999654421305653	Not
ENSG00000121743.4	26.7267978352483	1.24228304244212	0.632707556439034	1.96343955402376	0.0495951215940086	0.387386285133689	Not
ENSG00000188493.15	32.8341420612072	1.23406985731645	0.575141539560141	2.14568027595475	0.0318984958764136	0.296038596290927	Not
ENSG00000229124.6	25.746726492918	1.2307047753065	0.670824674326449	1.83461465030666	0.0665628064067339	0.455053954443816	Not
ENSG00000197632.9	207.557161350468	1.23045211034807	0.240848391455086	5.10882428117661	3.24169655501948e-07	1.75014353091109e-05	Significant
ENSG00000224769.1	54.7811912400321	1.22862198104567	0.446481111038149	2.7517893829571	0.00592706269536482	0.0941027621730788	Not
ENSG00000141519.15	22.7280128123163	1.22068996144885	0.688634544353432	1.77262376896147	0.0762910704285669	0.488866518148675	Not
ENSG00000174827.13	14.6628522514448	1.21855311971212	0.856166456347402	1.42326659807573	0.154658885955384	0.676380621352362	Not
ENSG00000135636.14	28.6070198503563	1.21780028028592	0.611613898676898	1.99112590953277	0.0464670466461741	0.371815533385145	Not
ENSG00000229127.1	26.2133078755193	1.21651395604659	0.663149333578263	1.83444948889936	0.0665872991753308	0.455053954443816	Not
ENSG00000012779.11	61.5819977729146	1.21601357922107	0.452671253171146	2.68630616745022	0.00722468533030092	0.110057341610022	Not
ENSG00000247516.7	30.5425637763056	1.21550156960572	0.600196649836257	2.0251721997071	0.0428496852425943	0.35646682698612	Not
ENSG00000026751.17	47.0557277500977	1.21201393346846	0.489642956117529	2.47530147901799	0.0133123748337367	0.169913653788211	Not
ENSG00000154764.5	72.7334625293954	1.20553210868473	0.41116181505274	2.93201378277332	0.00336771800606102	0.0619510632159346	Not
ENSG00000254332.1	18.3134300716926	1.20168749053291	0.762137158016911	1.57673389611354	0.114856767537369	0.592837623212115	Not
ENSG00000278784.1	11.5596818171571	1.19366251960255	0.972220864359481	1.22776887779399	0.219533741814315	0.771818851273832	Not
ENSG00000125872.7	13.6512823070686	1.19346565576	0.881720681769506	1.35356432080607	0.175875416340151	0.709194266614346	Not
ENSG00000183032.11	13.0585546532659	1.19146529875722	0.938404945936263	1.26967073640951	0.204201940892486	0.757213039241058	Not
ENSG00000272189.1	10.9046751823964	1.19092169999083	1.01142184392626	1.17747278956105	0.239006851946485	0.789593376234729	Not
ENSG00000004660.14	22.3799002458676	1.19073837930769	0.719983221366255	1.65384184515873	0.0981596512481034	0.549748666827116	Not
ENSG00000276529.1	11.7994196848893	1.18955602333511	1.01570880349598	1.17115852421556	0.241535063255411	0.792470373292736	Not
ENSG00000112425.15	20.215924495764	1.18404301868573	0.723638294875778	1.63623598567152	0.101790207731219	0.560406254127409	Not
ENSG00000160161.9	24.6989678375466	1.17507519793846	0.655087715201522	1.79376772097913	0.0728502510789605	0.477013438324102	Not
ENSG00000127831.10	19.6210223552308	1.17324500540486	0.744955916971934	1.57491870146332	0.115275211330455	0.593475704368812	Not
ENSG00000164251.5	2937.86822723191	1.16762164718548	0.100081512688781	11.6667066255922	1.88583179099985e-31	4.74522424410337e-29	Significant
ENSG00000114455.13	13.7320136741921	1.16449786511142	0.880904329986726	1.32193454552433	0.186189947751906	0.726558447458352	Not
ENSG00000060656.20	87.5083885633959	1.15649475077952	0.356706619775819	3.24214546818992	0.00118633451282236	0.0267466233922877	Significant
ENSG00000078114.18	37.4608171761718	1.15470603026145	0.540414266923796	2.1367053035709	0.032621968374725	0.299673601157395	Not
ENSG00000147234.10	12.2745464468927	1.14464092325009	0.921255529539767	1.24247929759719	0.214059774155015	0.765197864741112	Not
ENSG00000155465.18	16.3731960367942	1.14296011272914	0.805610889470592	1.41874958204728	0.155972036338838	0.678267756242214	Not
ENSG00000136542.9	1736.41864908548	1.14104330801895	0.122070384653633	9.34742125419348	8.98106419960277e-21	1.52472500766991e-18	Significant
ENSG00000071246.11	13.220792837429	1.13850855117746	0.888175819558121	1.28185042432688	0.199895121651653	0.748729973203998	Not
ENSG00000280088.1	11.3475278924378	1.12923597488113	0.972278184305924	1.161433006632	0.245465852655679	0.796768476992052	Not
ENSG00000141905.19	70.9578811792487	1.12308485580552	1.04226909238302	1.07753829026794	0.28123985415611	0.834036990244504	Not
ENSG00000175874.10	11.971659512051	1.12274873285241	0.933870359983598	1.20225331155401	0.229265399909499	0.781153059558988	Not
ENSG00000163132.7	11.3367507995231	1.12046929308532	1.02475481110427	1.09340232506731	0.274217193150895	0.830353976759161	Not
ENSG00000234690.6	12.19999669997	1.11919361040507	0.952500984059047	1.17500520118695	0.239992634940769	0.790309936655849	Not
ENSG00000135549.15	327.187811667819	1.11478655969316	0.233125878581648	4.78190823976982	1.73638942100943e-06	8.40806300049616e-05	Significant
ENSG00000270574.1	21.7994411962313	1.11349842910999	0.696386117506057	1.59896701142999	0.109827932747139	0.578241973502327	Not
ENSG00000182557.8	10.9308600885947	1.1123715396238	0.983569461947276	1.13095371771865	0.258074571922994	0.810191648997414	Not
ENSG00000134533.6	73.3010919405867	1.10858096059785	0.420448499405529	2.63666290203263	0.00837259883368153	0.122766170827686	Not
ENSG00000285793.1	14.2585476880035	1.10852312824089	0.853432015185575	1.29890033244165	0.193978135585874	0.737035587712343	Not
ENSG00000176678.5	81.0351932843603	1.10330789065956	0.367134091204386	3.00519052055382	0.00265414541683917	0.0512322781762749	Not
ENSG00000275764.1	24.4598513949148	1.09537160179996	0.669311365130851	1.6365650710052	0.101721378921694	0.560342435647219	Not
ENSG00000165238.16	115.436908796693	1.09536626124826	0.418262334413076	2.61884987273674	0.00882267658649861	0.127772782112933	Not
ENSG00000198910.13	174.600228397848	1.09147595119405	0.274135276163798	3.98152316063798	6.84750472607745e-05	0.00236490659546954	Significant
ENSG00000259953.1	31.35356542465	1.09104744528593	0.58402527614929	1.86815107126808	0.0617410165774938	0.43477894282532	Not
ENSG00000265393.1	11.7925550892096	1.08725819678774	0.942864741126302	1.15314334003937	0.24885155513226	0.801501088769982	Not
ENSG00000184227.8	10.8355316057586	1.08628782079485	0.993357680387634	1.09355153963369	0.274151712934342	0.830353976759161	Not
ENSG00000224081.9	59.6476351467876	1.0833325192717	0.43260584237936	2.50420223941798	0.0122727859710599	0.16044050049151	Not
ENSG00000175600.15	13.8096058321984	1.08180021619819	0.892512517483727	1.21208408286321	0.225480196021632	0.77810234501676	Not
ENSG00000185306.12	36.2393602682438	1.08066189898715	0.552589670542946	1.95563174013974	0.0505085510744527	0.391124221947023	Not
ENSG00000203644.3	21.3689517265917	1.07887999304572	0.701422603004131	1.53813120424829	0.124016537727062	0.613412151276981	Not
ENSG00000279253.1	14.2455014721229	1.07662945768242	0.861043064320632	1.25037817769532	0.211161432364247	0.762645729196833	Not
ENSG00000259583.2	11.9163376012098	1.07451571011964	0.943567867186602	1.13877946408188	0.254795149205155	0.806680517839727	Not
ENSG00000272620.1	18.2696013151018	1.0732438325	0.768323658323885	1.39686422625759	0.162454404048025	0.687430933165382	Not
ENSG00000115841.20	25.1424419726883	1.06797456252011	0.662997556084769	1.61082729901279	0.107217369283348	0.572272708549872	Not
ENSG00000100599.16	36.3923722593242	1.06730188526867	0.550858845427595	1.93752336760644	0.0526813997718535	0.39867540504038	Not
ENSG00000084764.11	34.5306026303816	1.06656085462415	0.55573553740984	1.91918778416646	0.0549605729513155	0.407390548898994	Not
ENSG00000245849.7	21.616516750592	1.06480027516707	0.696366151702373	1.52908103382682	0.126244356516838	0.61682376871157	Not
ENSG00000146674.15	1675.74196397488	1.06346714464151	0.119441390557466	8.90367350612727	5.40282147735335e-19	8.36606125685562e-17	Significant
ENSG00000232931.5	19.5056884245992	1.0634397579333	0.741197679773686	1.43475861696977	0.151355894199048	0.669204865126698	Not
ENSG00000229944.3	36.7652134683746	1.06273633918587	0.54431284963203	1.95243661784635	0.0508863891387042	0.392468587495064	Not
ENSG00000228649.8	34.0000593213016	1.06143404164034	0.60809453295491	1.74550827892256	0.0808964326191305	0.503272243724577	Not
ENSG00000240738.1	10.4288654449143	1.06132290225526	1.00282148397363	1.05833682187364	0.289901911375675	0.841549815660479	Not
ENSG00000273045.6	26.0979145563073	1.06054851054196	0.652086246131476	1.62639300680501	0.103866077550835	0.564101157830846	Not
ENSG00000185112.5	24.3714799821956	1.05882714246581	0.656957041400787	1.61171442840181	0.107024096486541	0.572019804831775	Not
ENSG00000142794.18	26.7106454961074	1.05845325220362	0.627565740036191	1.68660139436958	0.0916800236750901	0.531849820339932	Not
ENSG00000150456.10	10.6572026328332	1.05662793318989	0.997763550460393	1.05899632503346	0.289601453382015	0.841541361885638	Not
ENSG00000196542.8	37.3161943778798	1.05642328255449	0.579269274634704	1.82371710155123	0.0681948520653384	0.461321968532253	Not
ENSG00000162636.16	179.983925060348	1.05504908897342	0.252702154021023	4.17506963112649	2.97894922299985e-05	0.00113449658111597	Significant
ENSG00000138311.17	38.7492147094854	1.05373646645429	0.531266634413923	1.98344183164587	0.0473180984256255	0.374900900586545	Not
ENSG00000279608.1	20.1490478802939	1.04977622536174	0.719194256942415	1.45965601814558	0.144384635264944	0.654310322813396	Not
ENSG00000141933.9	18.8184077378764	1.04898763742259	0.751055724373112	1.39668416521044	0.162508567995746	0.687453687069366	Not
ENSG00000186106.11	69.3763607997711	1.04709776817728	0.394549322919734	2.65390841486832	0.00795654189521765	0.118265434436194	Not
ENSG00000214128.11	29.8692303156735	1.04579585612636	0.595795363819416	1.75529371263006	0.0792090813849058	0.497755013837351	Not
ENSG00000151917.18	27.259451918882	1.04228403715993	0.622400619299497	1.67461921604931	0.0940089665627815	0.539145440714755	Not
ENSG00000277586.2	139.568755196826	1.03814595717975	0.297589594345147	3.48851565009932	0.000485710387281445	0.0127689273641471	Significant
ENSG00000197406.7	86.1831239649436	1.03790579741349	0.359422237244522	2.88770612906564	0.00388062244673078	0.0691300264183103	Not
ENSG00000175294.5	15.8643367974341	1.03770377024309	0.810562570910802	1.28022660740066	0.200465450808569	0.749471654906751	Not
ENSG00000157227.13	10.6141514879565	1.0355326707731	0.98721186330409	1.04894674513663	0.294202629496005	0.842690173142449	Not
ENSG00000125538.11	38.2056251845249	1.03511655485484	0.546817411160929	1.89298389869705	0.0583600107377468	0.422852287042627	Not
ENSG00000164761.9	325.195119560659	1.03503251959642	0.195239119022945	5.30135827684607	1.14944260555257e-07	6.5840633149761e-06	Significant
ENSG00000179348.11	31.7594539737802	1.03429756506019	0.592480046011061	1.74570869014698	0.0808615842779268	0.503272243724577	Not
ENSG00000157502.13	11.3005620885279	1.03341018814622	0.967530404147718	1.06809066021707	0.285479618469812	0.835623868686773	Not
ENSG00000185761.11	17.9536681643796	1.03317774617137	0.782806161303068	1.31983854655861	0.186888928850976	0.728076277699503	Not
ENSG00000260966.1	10.9261699796455	1.0305165575651	1.04627247728949	0.984940902043789	0.324653100726234	0.86527082321418	Not
ENSG00000217624.2	12.0170722543307	1.02983255362919	0.96215035157402	1.07034472517154	0.284464169679093	0.835021369635698	Not
ENSG00000255182.2	29.6892558066807	1.02288446426088	0.620354813394619	1.64887003723498	0.0991742627120903	0.553232199475877	Not
ENSG00000273314.1	15.7797854075127	1.02171888025415	0.808575674972458	1.26360328646907	0.206372453410692	0.757787812136126	Not
ENSG00000128274.17	13.4306182506022	1.02166145789533	0.892910866357373	1.14419198644451	0.252544025734945	0.804167882235162	Not
ENSG00000088836.13	20.4995220441457	1.02062237860024	0.725161290617652	1.40744189162515	0.159296396556846	0.683833835516551	Not
ENSG00000250299.6	21.2575324549932	1.01973781740267	0.708387469991248	1.43951983991934	0.150003292895214	0.666849406421715	Not
ENSG00000178919.8	19.8853920675311	1.01571801885554	0.730463719000125	1.3905112498207	0.164373685572166	0.69020615495832	Not
ENSG00000254109.5	19.4065399189653	1.01398223295992	0.768697018741377	1.31909218877961	0.187138294257811	0.728423469345722	Not
ENSG00000157833.13	12.0062005251807	1.01336943809941	0.970516817450481	1.04415443388349	0.296413944762428	0.842690173142449	Not
ENSG00000127920.5	15.1347804157507	1.01129774276675	0.859628232495973	1.17643616686529	0.239420626406437	0.789930961184063	Not
ENSG00000258457.5	23.9802216346348	1.01087631496423	0.658242735281071	1.53571966811389	0.124607149145547	0.614582221768955	Not
ENSG00000259248.6	16.5377011821249	1.00877215601311	0.794168461910896	1.27022439746077	0.204004709440461	0.756955630625592	Not
ENSG00000164125.15	58.7390074281196	1.00824834583915	0.435562164743998	2.31482077060515	0.0206227427351259	0.225442255919829	Not
ENSG00000162896.6	114.180426822062	1.00521084555454	0.31528799076107	3.18823068118792	0.00143146288026616	0.03151678663411	Significant
ENSG00000140044.13	19.2918889638125	1.00497265679391	0.753867048920802	1.33309004317482	0.182502256470177	0.719742316238809	Not
ENSG00000247679.2	16.92131948409	1.00373119374222	0.789602478906024	1.27118546427674	0.203662676484648	0.756730750108748	Not
ENSG00000185567.7	1675.2844735463	1.0035708630799	0.141443005691723	7.09523145504409	1.29135178935534e-12	1.30909626358317e-10	Significant
ENSG00000243660.10	10.8717181549556	0.999851958794689	1.01344262128144	0.986589608329712	0.323843866609718	0.864667421895584	Not
ENSG00000005108.16	692.309785384744	0.997679183846799	0.15025274027667	6.64000657831401	3.13669153105495e-11	2.74528697913636e-09	Significant
ENSG00000248483.6	14.3123165372146	0.99684270487921	0.851279578419655	1.1709933259879	0.241601459823463	0.792470373292736	Not
ENSG00000163536.12	24.477526169366	0.996551029553743	0.660946259712685	1.50776408052743	0.131614918316515	0.628709994883443	Not
ENSG00000215086.2	26.6075823314403	0.993569030353712	0.631564943567499	1.57318584648061	0.115675791595264	0.594452071250498	Not
ENSG00000151702.17	18.6354832922372	0.992522648859666	0.743924309650637	1.33417154942252	0.182147641305916	0.7193567755213	Not
ENSG00000138613.14	30.3588948048091	0.99181984343933	0.589426654022934	1.6826857704347	0.0924359378071185	0.534036408216526	Not
ENSG00000215440.12	38.8605724307054	0.989021545500309	0.527284054880686	1.87569022113537	0.0606978294727729	0.430227925101027	Not
ENSG00000186007.10	17.4709013567806	0.98630528444574	0.768644040537208	1.28317560851237	0.199430559379249	0.747387237290692	Not
ENSG00000196689.12	32.8732500825291	0.984409512615679	0.568255938036287	1.73233475749939	0.0832139768881604	0.510995459164681	Not
ENSG00000123384.13	124.246108699136	0.983637157802711	0.339774718411031	2.894968649824	0.00379196401581181	0.0680669617156741	Not
ENSG00000103089.9	456.766239135385	0.982947870386811	0.177922437578449	5.52458635214805	3.30262773899859e-08	2.05010253172816e-06	Significant
ENSG00000231579.3	13.0016796807945	0.981149667062076	0.929938042421326	1.05506993187138	0.291393342505172	0.842690173142449	Not
ENSG00000134013.15	50.0312628614694	0.981008015760891	0.463309057109529	2.11739442755805	0.0342263867411322	0.310350074368915	Not
ENSG00000260244.1	45.3429301906471	0.975860537121185	0.495748167998093	1.96846019837422	0.0490151113533874	0.384133444983638	Not
ENSG00000270696.1	16.5861584972864	0.974220993518645	0.78915665605243	1.23450899900149	0.217013295514944	0.770051421467357	Not
ENSG00000188687.17	13.9571522644136	0.973344983932211	0.875696430676621	1.11150959377571	0.26634906284017	0.821432401943715	Not
ENSG00000278217.1	121.089355069014	0.972062468360523	0.341015606788822	2.85049261385413	0.00436515642093995	0.0758439200092045	Not
ENSG00000182584.5	26.6137639516412	0.967344804993604	0.627573974090412	1.54140363515814	0.1232185798656	0.611943335248708	Not
ENSG00000058866.15	27.7975737231792	0.962918275748826	0.622588931619764	1.54663571233694	0.121951113126451	0.607857493832621	Not
ENSG00000248429.5	15.3692992238705	0.962610880859208	0.816584496872123	1.17882580987813	0.238467544702141	0.789160679285549	Not
ENSG00000136869.15	88.4022038888961	0.962191628896863	0.352947579621877	2.72616015649601	0.00640758989374739	0.0998802354445212	Not
ENSG00000268034.1	25.2416235641791	0.961429385040655	0.651242760704401	1.4762995353695	0.139863498830987	0.645814336671803	Not
ENSG00000285517.1	160.964140788406	0.959209160871076	0.268747390672284	3.56918501970036	0.000358093469555882	0.00993286432974791	Significant
ENSG00000179598.6	20.8239984124717	0.957489168938572	0.721303605009859	1.32744265006895	0.184362299152749	0.723252170138696	Not
ENSG00000170044.8	14.8911278889853	0.956355238933664	0.854788334125991	1.11882111717344	0.263216460880905	0.817994278520177	Not
ENSG00000214049.7	437.607856496496	0.956224559506863	0.184467220535204	5.18370991188853	2.17515162727365e-07	1.19726803046535e-05	Significant
ENSG00000063180.9	32.1607470501966	0.955367581707396	0.58240558557242	1.64038190115984	0.100925786085791	0.559019359958681	Not
ENSG00000144161.13	38.489317369142	0.954928140135876	0.522149646828351	1.82883996175486	0.0674235864984766	0.458048397769657	Not
ENSG00000261167.1	77.2469784981978	0.950782774756339	0.380549301096272	2.49844835351782	0.0124738317209513	0.162448024750393	Not
ENSG00000232677.7	12.9786318219153	0.950498852747059	0.90905734658255	1.04558733980898	0.2957515969283	0.842690173142449	Not
ENSG00000185818.7	14.9526314200274	0.947555956544488	0.83454034968296	1.13542257951274	0.256198303472367	0.808040304372132	Not
ENSG00000100060.17	34.9855699197736	0.944515030656409	0.551612761925264	1.71227914916221	0.0868452373134785	0.519853967283018	Not
ENSG00000255468.7	15.7005455516409	0.943864935002394	0.831425990809215	1.13523626328273	0.256276339264242	0.808040304372132	Not
ENSG00000164171.11	1131.78943532102	0.943582032986624	0.156682338659964	6.02226160942369	1.719965916518e-09	1.26229373591954e-07	Significant
ENSG00000126247.10	299.963231277278	0.942994490260481	0.601468730460203	1.56781964299119	0.116923229341468	0.596674602364812	Not
ENSG00000244026.6	33.7473083235458	0.937588471911135	0.561183868180156	1.67073311453447	0.0947744049726569	0.541731342576795	Not
ENSG00000164983.7	150.259005467478	0.933351554587603	0.30123050836305	3.09846290025413	0.00194527324114443	0.039892546801076	Significant
ENSG00000123096.11	32.7487845950501	0.931964465828505	0.573400820160153	1.62532810045197	0.104092666957385	0.564101157830846	Not
ENSG00000117115.13	102.49497079325	0.93057360119335	0.350034385286548	2.65852053486561	0.00784845675566772	0.116905501209423	Not
ENSG00000188026.13	44.8633004303671	0.930173290880325	0.488375029750225	1.90462909489057	0.0568283018010542	0.415551427440921	Not
ENSG00000160360.13	17.6100916820644	0.927635420392024	0.786556175793806	1.17936321516494	0.238253576107293	0.789160679285549	Not
ENSG00000248932.5	11.2414201548888	0.926523805372501	0.955227912287614	0.969950514902384	0.332071158828475	0.870884469460338	Not
ENSG00000238266.2	21.8801110129763	0.923563982182004	0.690972174640848	1.33661530243537	0.181348241424556	0.717802828627365	Not
